,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/13/2011,PHI,NYK @ BOS,W,240,104,37,76,48.7,6,17,35.3,24,31,77.4,4,37,41,26,5,5,11,17,4
04/11/2011,CLE,TOR @ MIL,L,240,101,38,74,51.4,4,9,44.4,21,28,75.0,12,33,45,22,3,7,16,27,-9
04/10/2011,CHA,TOR @ MIL,W,240,112,45,81,55.6,8,19,42.1,14,19,73.7,11,28,39,32,9,4,15,19,11
04/08/2011,MIL,DEN @ OKC,W,240,110,40,80,50.0,2,11,18.2,28,31,90.3,15,34,49,21,3,4,14,14,10
04/06/2011,NJN,DEN @ OKC,W,240,116,43,78,55.1,1,7,14.3,29,32,90.6,12,30,42,28,6,5,14,24,7
04/05/2011,WAS,PHX @ CHI,L,240,105,43,98,43.9,5,17,29.4,14,20,70.0,20,27,47,18,10,3,18,22,-2
04/03/2011,BOS,PHX @ CHI,L,240,90,34,80,42.5,8,21,38.1,14,17,82.4,8,18,26,17,16,0,9,13,-11
04/01/2011,CHI,MEM @ NOH,L,240,96,39,75,52.0,3,9,33.3,15,21,71.4,10,27,37,21,9,3,20,20,-5
03/30/2011,IND,MEM @ NOH,L,240,101,42,83,50.6,1,8,12.5,16,20,80.0,14,28,42,20,11,4,18,22,-10
03/26/2011,IND,CLE @ CHA,W,240,100,39,76,51.3,8,14,57.1,14,21,66.7,10,29,39,23,10,3,17,20,12
03/25/2011,CLE,NYK @ CHA,L,240,91,37,87,42.5,4,13,30.8,13,20,65.0,14,25,39,19,8,8,14,19,-6
03/23/2011,MIA,NYK @ CHA,L,240,94,35,71,49.3,4,13,30.8,20,26,76.9,8,29,37,28,6,1,12,26,-6
03/20/2011,ATL,IND @ CHA,L,240,96,39,78,50.0,5,15,33.3,13,17,76.5,9,25,34,23,5,3,11,21,-8
03/18/2011,NYK,PHI @ POR,W,240,99,40,84,47.6,5,13,38.5,14,21,66.7,12,26,38,26,14,5,13,17,4
03/16/2011,TOR,PHI @ POR,W,240,107,42,81,51.9,8,21,38.1,15,23,65.2,11,31,42,33,6,6,10,14,14
03/12/2011,DEN,POR @ ATL,L,240,101,44,88,50.0,6,16,37.5,7,7,100,8,25,33,24,7,1,13,20,-30
03/11/2011,OKC,POR @ ATL,L,240,94,38,78,48.7,6,12,50.0,12,17,70.6,13,25,38,24,4,2,16,19,-10
03/09/2011,SAS,DET @ SAS,L,240,104,42,93,45.2,6,13,46.2,14,20,70.0,20,19,39,22,7,1,12,23,-7
03/06/2011,WAS,DET @ SAS,W,240,113,47,91,51.6,7,18,38.9,12,14,85.7,11,34,45,29,2,7,10,25,11
03/02/2011,MIN,CHI @ MIA,L,240,105,39,89,43.8,5,25,20.0,22,31,71.0,14,24,38,29,10,5,10,24,-11
03/01/2011,MIL,CHA @ DEN,L,240,90,36,89,40.4,4,16,25.0,14,20,70.0,17,29,46,18,7,4,15,21,-2
02/26/2011,UTA,CHA @ ORL,W,240,120,43,86,50.0,11,17,64.7,23,31,74.2,15,26,41,22,11,1,10,30,4
02/25/2011,PHI,CHA @ ORL,L,240,94,37,78,47.4,4,11,36.4,16,22,72.7,6,26,32,19,8,2,15,16,-16
02/23/2011,IND,SAC @ ORL,L,240,101,40,82,48.8,7,14,50.0,14,21,66.7,15,28,43,21,6,5,16,19,-1
02/22/2011,HOU,SAC @ ORL,L,240,100,41,93,44.1,4,14,28.6,14,15,93.3,17,26,43,19,5,4,8,16,-8
02/16/2011,IND,SAC @ ORL,W,265,115,50,97,51.5,2,9,22.2,13,19,68.4,17,28,45,26,8,6,9,15,6
02/14/2011,ATL,PHI @ HOU,L,240,79,27,70,38.6,10,19,52.6,15,19,78.9,10,16,26,20,9,2,11,14,-15
02/13/2011,POR,POR @ DET,L,240,100,35,68,51.5,6,10,60.0,24,30,80.0,9,23,32,23,11,2,18,21,-5
02/11/2011,MIA,POR @ DET,L,240,92,34,80,42.5,8,24,33.3,16,19,84.2,12,23,35,20,10,5,16,21,-14
02/09/2011,CLE,DET @ CLE,W,240,103,39,90,43.3,9,19,47.4,16,22,72.7,17,27,44,27,10,3,11,21,9
02/08/2011,SAS,DET @ CLE,L,240,89,36,83,43.4,3,11,27.3,14,19,73.7,9,26,35,14,8,2,6,15,-11
02/05/2011,MIL,IND @ NJN,W,240,89,35,68,51.5,2,8,25.0,17,24,70.8,5,33,38,18,3,1,16,18,11
02/04/2011,NJN,IND @ NJN,W,240,92,40,83,48.2,3,10,30.0,9,18,50.0,14,26,40,18,6,7,8,15,10
02/02/2011,CHA,MIL @ GSW,L,240,87,34,78,43.6,7,19,36.8,12,17,70.6,6,24,30,23,7,8,11,21,-10
01/30/2011,NYK,DET @ NYK,L,240,106,40,79,50.6,12,22,54.5,14,21,66.7,11,21,32,19,5,1,14,24,-18
01/28/2011,MIA,DET @ NYK,L,240,87,35,92,38.0,8,24,33.3,9,11,81.8,17,26,43,22,5,6,6,18,-1
01/26/2011,DEN,DET @ MIA,L,240,100,35,79,44.3,5,15,33.3,25,32,78.1,13,30,43,19,4,6,10,28,-9
01/24/2011,ORL,DET @ MIA,W,240,103,37,81,45.7,7,14,50.0,22,33,66.7,10,29,39,17,9,2,7,23,7
01/22/2011,PHX,MIL @ CHI,W,240,75,29,81,35.8,3,10,30.0,14,17,82.4,13,33,46,16,10,2,9,13,1
01/21/2011,NJN,MIL @ CHI,L,240,74,25,75,33.3,4,12,33.3,20,29,69.0,12,23,35,12,5,3,12,18,-15
01/19/2011,BOS,SAC @ GSW,L,240,82,31,74,41.9,4,15,26.7,16,22,72.7,5,29,34,19,9,6,15,24,-4
01/17/2011,DAL,UTA @ WAS,W,240,103,42,73,57.5,4,12,33.3,15,19,78.9,9,24,33,24,6,2,11,16,14
01/15/2011,SAC,UTA @ WAS,W,240,110,43,77,55.8,2,8,25.0,22,29,75.9,7,23,30,20,10,3,10,19,4
01/14/2011,TOR,LAC @ GSW,W,240,101,37,83,44.6,6,13,46.2,21,28,75.0,15,29,44,16,8,4,10,17,6
01/12/2011,MEM,LAC @ GSW,L,240,99,36,82,43.9,6,21,28.6,21,26,80.8,14,23,37,22,6,4,17,25,-8
01/10/2011,CHI,SAS @ MIN,L,240,82,31,80,38.8,5,18,27.8,15,22,68.2,15,28,43,19,8,4,16,20,-13
01/08/2011,PHI,SAS @ MIN,W,265,112,41,92,44.6,8,15,53.3,22,34,64.7,15,38,53,24,8,6,12,23,3
01/04/2011,LAL,SAS @ NYK,L,240,83,32,72,44.4,3,13,23.1,16,24,66.7,10,27,37,22,4,2,19,19,-25
01/03/2011,UTA,SAS @ NYK,L,240,97,37,81,45.7,7,21,33.3,16,21,76.2,9,30,39,24,3,3,7,23,-5
12/31/2010,PHX,NJN @ CHI,L,240,75,31,76,40.8,5,20,25.0,8,18,44.4,13,27,40,18,11,4,14,19,-17
12/29/2010,BOS,NJN @ CHI,W,240,104,39,70,55.7,10,15,66.7,16,21,76.2,5,24,29,27,11,4,15,18,12
12/27/2010,CHA,POR @ DEN,L,240,100,38,87,43.7,11,19,57.9,13,16,81.3,10,22,32,22,13,5,14,16,-5
12/26/2010,CHI,POR @ DEN,L,265,92,38,89,42.7,3,13,23.1,13,16,81.3,11,28,39,19,4,8,11,23,-3
12/22/2010,TOR,MIA @ PHX,W,240,115,46,90,51.1,8,23,34.8,15,19,78.9,8,26,34,27,13,4,8,18,22
12/19/2010,NOH,MIN @ LAC,W,265,111,44,83,53.0,10,23,43.5,13,23,56.5,7,30,37,26,8,7,17,23,3
12/17/2010,LAC,MIN @ LAC,L,240,88,33,82,40.2,4,14,28.6,18,27,66.7,14,21,35,19,6,4,14,15,-21
12/14/2010,ATL,MEM @ HOU,W,240,103,37,78,47.4,10,22,45.5,19,21,90.5,10,33,43,26,9,6,12,15,23
12/11/2010,TOR,POR @ MEM,L,240,116,47,89,52.8,6,16,37.5,16,23,69.6,15,24,39,30,9,2,13,25,-4
12/10/2010,MIN,POR @ MEM,L,240,99,32,83,38.6,4,12,33.3,31,36,86.1,14,24,38,20,6,5,14,20,-10
12/08/2010,NOH,POR @ PHX,L,240,74,30,80,37.5,4,20,20.0,10,18,55.6,14,30,44,15,8,6,13,21,-19
12/07/2010,HOU,POR @ PHX,L,240,83,30,72,41.7,6,17,35.3,17,21,81.0,9,27,36,14,7,4,18,21,-14
12/05/2010,CLE,ATL @ ORL,W,240,102,38,81,46.9,9,20,45.0,17,21,81.0,14,30,44,23,6,7,17,19,10
12/03/2010,ORL,NJN @ CHA,L,240,91,34,70,48.6,9,18,50.0,14,19,73.7,3,19,22,24,7,2,13,18,-13
12/01/2010,MIA,NJN @ CHA,L,240,72,28,76,36.8,5,19,26.3,11,19,57.9,13,26,39,11,5,3,16,16,-25
11/30/2010,ORL,NJN @ CHA,L,240,79,32,75,42.7,4,16,25.0,11,12,91.7,8,28,36,22,9,5,15,20,-11
11/28/2010,NYK,LAL @ MEM,L,290,116,42,92,45.7,5,13,38.5,27,28,96.4,10,31,41,25,8,4,13,26,-9
11/26/2010,MIL,LAL @ MEM,W,240,103,41,73,56.2,7,14,50.0,14,17,82.4,7,29,36,28,5,4,16,22,14
11/24/2010,MEM,GSW @ MEM,L,240,84,32,80,40.0,3,10,30.0,17,20,85.0,11,30,41,11,3,5,14,16,-21
11/23/2010,DAL,ATL @ NJN,L,240,84,31,73,42.5,3,8,37.5,19,26,73.1,11,35,46,11,1,3,15,19,-4
11/21/2010,WAS,ATL @ NJN,W,265,115,45,92,48.9,7,15,46.7,18,28,64.3,15,29,44,23,5,4,9,19,5
11/17/2010,LAL,HOU @ TOR,L,240,90,35,89,39.3,4,16,25.0,16,21,76.2,11,30,41,18,5,5,5,20,-13
11/15/2010,GSW,TOR @ WAS,L,240,97,33,74,44.6,7,19,36.8,24,36,66.7,9,33,42,22,8,3,16,20,-4
11/14/2010,SAC,TOR @ WAS,W,240,100,41,76,53.9,3,9,33.3,15,19,78.9,9,28,37,18,7,5,12,17,6
11/12/2010,LAC,WAS @ CHI,W,265,113,39,82,47.6,11,18,61.1,24,36,66.7,7,27,34,21,10,3,13,25,6
11/09/2010,POR,UTA @ MIA,L,240,78,31,73,42.5,6,17,35.3,10,18,55.6,6,27,33,16,7,5,19,18,-22
