,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
DeMar DeRozan,30:19,7.0,13.0,53.8,0.0,1.0,0.0,3.0,4.0,75.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,17.0,-31.0,04/08/2022,Charlotte Hornets,17.25
Patrick Williams,26:17,4.0,7.0,57.1,2.0,2.0,100.0,5.0,6.0,83.3,1.0,3.0,4.0,3.0,0.0,1.0,1.0,0.0,15.0,-15.0,04/08/2022,Charlotte Hornets,27.0
Nikola Vucevic,22:05,2.0,6.0,33.3,0.0,1.0,0.0,2.0,2.0,100.0,1.0,4.0,5.0,3.0,0.0,0.0,1.0,0.0,6.0,-21.0,04/08/2022,Charlotte Hornets,16.25
Zach LaVine,30:08,9.0,15.0,60.0,2.0,4.0,50.0,3.0,3.0,100.0,0.0,4.0,4.0,7.0,0.0,0.0,1.0,2.0,23.0,-19.0,04/08/2022,Charlotte Hornets,39.0
Coby White,36:24,6.0,14.0,42.9,6.0,9.0,66.7,1.0,2.0,50.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,19.0,-15.0,04/08/2022,Charlotte Hornets,30.25
Ayo Dosunmu,27:56,7.0,10.0,70.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,16.0,4.0,04/08/2022,Charlotte Hornets,25.25
Javonte Green,15:05,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,04/08/2022,Charlotte Hornets,9.75
Tristan Thompson,13:55,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,100.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,-7.0,04/08/2022,Charlotte Hornets,12.0
Derrick Jones Jr.,18:54,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,04/08/2022,Charlotte Hornets,7.75
Troy Brown Jr.,18:57,2.0,5.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,6.0,19.0,04/08/2022,Charlotte Hornets,25.25
