,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Javonte Green,22:43,3.0,5.0,60.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,8.0,-21.0,01/28/2022,San Antonio Spurs,17.5
DeMar DeRozan,36:37,13.0,22.0,59.1,1.0,1.0,100.0,5.0,5.0,100.0,0.0,6.0,6.0,8.0,0.0,0.0,1.0,1.0,32.0,-6.0,01/28/2022,San Antonio Spurs,51.5
Nikola Vucevic,36:35,8.0,14.0,57.1,1.0,5.0,20.0,1.0,2.0,50.0,2.0,6.0,8.0,4.0,2.0,0.0,2.0,4.0,18.0,1.0,01/28/2022,San Antonio Spurs,37.5
Zach LaVine,34:53,10.0,23.0,43.5,2.0,10.0,20.0,8.0,9.0,88.9,0.0,4.0,4.0,4.0,0.0,1.0,2.0,1.0,30.0,-7.0,01/28/2022,San Antonio Spurs,43.0
Ayo Dosunmu,35:53,3.0,9.0,33.3,0.0,3.0,0.0,4.0,4.0,100.0,0.0,6.0,6.0,3.0,2.0,0.0,0.0,3.0,10.0,5.0,01/28/2022,San Antonio Spurs,26.0
Troy Brown Jr.,22:54,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,01/28/2022,San Antonio Spurs,12.75
Coby White,29:18,7.0,9.0,77.8,4.0,6.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,18.0,0.0,01/28/2022,San Antonio Spurs,24.0
Matt Thomas,9:42,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,01/28/2022,San Antonio Spurs,1.25
Tyler Cook,8:49,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-5.0,01/28/2022,San Antonio Spurs,2.75
Tony Bradley,2:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,01/28/2022,San Antonio Spurs,0.0
