,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jayson Tatum,34:09,12.0,16.0,75.0,7.0,10.0,70.0,1.0,1.0,100.0,0.0,5.0,5.0,4.0,0.0,0.0,2.0,1.0,32.0,40.0,03/18/2022,Sacramento Kings,46.75
Al Horford,21:46,3.0,9.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,2.0,1.0,0.0,1.0,2.0,6.0,-10.0,03/18/2022,Sacramento Kings,21.75
Robert Williams III,18:48,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,4.0,11.0,03/18/2022,Sacramento Kings,12.0
Jaylen Brown,28:09,11.0,18.0,61.1,3.0,5.0,60.0,5.0,8.0,62.5,1.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,30.0,-5.0,03/18/2022,Sacramento Kings,38.25
Marcus Smart,27:06,3.0,9.0,33.3,2.0,5.0,40.0,1.0,2.0,50.0,1.0,3.0,4.0,8.0,4.0,0.0,1.0,2.0,9.0,-2.0,03/18/2022,Sacramento Kings,34.5
Grant Williams,28:50,2.0,6.0,33.3,2.0,5.0,40.0,1.0,2.0,50.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,5.0,7.0,17.0,03/18/2022,Sacramento Kings,16.25
Derrick White,30:39,2.0,8.0,25.0,1.0,5.0,20.0,2.0,2.0,100.0,0.0,2.0,2.0,5.0,1.0,0.0,3.0,4.0,7.0,10.0,03/18/2022,Sacramento Kings,18.0
Daniel Theis,22:20,4.0,6.0,66.7,1.0,3.0,33.3,2.0,2.0,100.0,1.0,4.0,5.0,2.0,2.0,0.0,2.0,4.0,11.0,28.0,03/18/2022,Sacramento Kings,23.75
Payton Pritchard,20:54,5.0,5.0,100.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,4.0,5.0,8.0,1.0,0.0,0.0,0.0,14.0,31.0,03/18/2022,Sacramento Kings,36.25
Sam Hauser,3:25,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,03/18/2022,Sacramento Kings,5.5
Nik Stauskas,1:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03/18/2022,Sacramento Kings,0.0
Malik Fitts,1:57,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,03/18/2022,Sacramento Kings,4.75
