,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jayson Tatum,35:24,6.0,18.0,33.3,2.0,8.0,25.0,1.0,2.0,50.0,4.0,5.0,9.0,7.0,1.0,0.0,4.0,1.0,15.0,32.0,02/06/2022,Orlando Magic,37.75
Al Horford,28:58,6.0,12.0,50.0,1.0,6.0,16.7,0.0,0.0,0.0,4.0,7.0,11.0,5.0,1.0,1.0,0.0,1.0,13.0,26.0,02/06/2022,Orlando Magic,38.75
Robert Williams III,27:34,4.0,5.0,80.0,0.0,0.0,0.0,2.0,2.0,100.0,4.0,2.0,6.0,1.0,2.0,2.0,0.0,4.0,10.0,8.0,02/06/2022,Orlando Magic,27.0
Jaylen Brown,28:49,10.0,22.0,45.5,1.0,9.0,11.1,5.0,5.0,100.0,1.0,4.0,5.0,3.0,3.0,0.0,2.0,2.0,26.0,15.0,02/06/2022,Orlando Magic,42.25
Marcus Smart,24:38,1.0,3.0,33.3,0.0,2.0,0.0,1.0,1.0,100.0,0.0,8.0,8.0,2.0,1.0,1.0,4.0,1.0,3.0,7.0,02/06/2022,Orlando Magic,18.0
Grant Williams,27:36,5.0,9.0,55.6,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,12.0,11.0,02/06/2022,Orlando Magic,24.75
Josh Richardson,26:40,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,3.0,0.0,1.0,1.0,2.0,0.0,26.0,02/06/2022,Orlando Magic,14.75
Dennis Schroder,20:17,8.0,15.0,53.3,4.0,8.0,50.0,2.0,2.0,100.0,1.0,3.0,4.0,2.0,0.0,0.0,2.0,3.0,22.0,15.0,02/06/2022,Orlando Magic,31.0
Romeo Langford,6:11,3.0,4.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,02/06/2022,Orlando Magic,9.0
Payton Pritchard,5:01,2.0,2.0,100.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,5.0,02/06/2022,Orlando Magic,9.0
Aaron Nesmith,4:57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02/06/2022,Orlando Magic,0.0
Bruno Fernando,3:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,02/06/2022,Orlando Magic,5.5
