,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Simone Fontecchio,24:49,2.0,7.0,28.6,2.0,5.0,40.0,1.0,2.0,50.0,1.0,3.0,4.0,3.0,1.0,0.0,2.0,2.0,7.0,-13.0,01/05/2024,Boston Celtics,18.5,PHX @ LAC
Lauri Markkanen,23:24,7.0,16.0,43.8,2.0,7.0,28.6,1.0,2.0,50.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,17.0,-14.0,01/05/2024,Boston Celtics,31.75,PHX @ LAC
John Collins,21:55,5.0,8.0,62.5,0.0,1.0,0.0,2.0,3.0,66.7,0.0,11.0,11.0,2.0,0.0,1.0,2.0,5.0,12.0,-28.0,01/05/2024,Boston Celtics,29.75,PHX @ LAC
Kris Dunn,25:49,1.0,7.0,14.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,3.0,1.0,1.0,4.0,2.0,-9.0,01/05/2024,Boston Celtics,23.25,PHX @ LAC
Collin Sexton,20:28,5.0,12.0,41.7,0.0,3.0,0.0,3.0,3.0,100.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,1.0,13.0,-13.0,01/05/2024,Boston Celtics,23.25,PHX @ LAC
Walker Kessler,14:05,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,-4.0,01/05/2024,Boston Celtics,12.75,PHX @ LAC
Jordan Clarkson,17:22,1.0,7.0,14.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,2.0,-23.0,01/05/2024,Boston Celtics,7.5,PHX @ LAC
Keyonte George,20:21,4.0,10.0,40.0,2.0,7.0,28.6,2.0,2.0,100.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,12.0,-16.0,01/05/2024,Boston Celtics,19.0,PHX @ LAC
Ochai Agbaji,21:49,2.0,5.0,40.0,0.0,3.0,0.0,1.0,1.0,100.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,4.0,5.0,-12.0,01/05/2024,Boston Celtics,10.5,PHX @ LAC
Kelly Olynyk,13:58,0.0,2.0,0.0,0.0,1.0,0.0,6.0,8.0,75.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,6.0,-22.0,01/05/2024,Boston Celtics,10.75,PHX @ LAC
Talen Horton-Tucker,12:00,4.0,10.0,40.0,0.0,1.0,0.0,3.0,6.0,50.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,11.0,3.0,01/05/2024,Boston Celtics,16.25,PHX @ LAC
Luka Samanic,12:00,1.0,3.0,33.3,0.0,1.0,0.0,4.0,5.0,80.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,01/05/2024,Boston Celtics,11.25,PHX @ LAC
Omer Yurtseven,12:00,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,01/05/2024,Boston Celtics,8.25,PHX @ LAC
