,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Simone Fontecchio,31:34,2.0,6.0,33.3,1.0,5.0,20.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,01/08/2024,Milwaukee Bucks,14.25,PHX @ LAC
Lauri Markkanen,31:57,5.0,15.0,33.3,4.0,10.0,40.0,7.0,8.0,87.5,4.0,10.0,14.0,2.0,1.0,2.0,0.0,1.0,21.0,8.0,01/08/2024,Milwaukee Bucks,49.5,PHX @ LAC
John Collins,26:50,8.0,15.0,53.3,3.0,7.0,42.9,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,19.0,6.0,01/08/2024,Milwaukee Bucks,26.25,PHX @ LAC
Kris Dunn,24:13,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,3.0,4.0,13.0,1.0,2.0,1.0,1.0,5.0,11.0,01/08/2024,Milwaukee Bucks,35.5,PHX @ LAC
Collin Sexton,18:13,8.0,13.0,61.5,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,19.0,1.0,01/08/2024,Milwaukee Bucks,27.0,PHX @ LAC
Jordan Clarkson,31:07,7.0,14.0,50.0,2.0,3.0,66.7,5.0,5.0,100.0,1.0,3.0,4.0,6.0,0.0,1.0,1.0,0.0,21.0,13.0,01/08/2024,Milwaukee Bucks,37.5,PHX @ LAC
Keyonte George,22:27,7.0,13.0,53.8,4.0,9.0,44.4,1.0,1.0,100.0,0.0,6.0,6.0,4.0,0.0,0.0,2.0,0.0,19.0,7.0,01/08/2024,Milwaukee Bucks,33.5,PHX @ LAC
Walker Kessler,21:10,3.0,4.0,75.0,0.0,0.0,0.0,2.0,4.0,50.0,2.0,4.0,6.0,0.0,1.0,2.0,0.0,1.0,8.0,10.0,01/08/2024,Milwaukee Bucks,21.5,PHX @ LAC
Ochai Agbaji,15:03,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,01/08/2024,Milwaukee Bucks,3.25,PHX @ LAC
Kelly Olynyk,17:26,4.0,6.0,66.7,2.0,2.0,100.0,3.0,4.0,75.0,2.0,4.0,6.0,3.0,0.0,0.0,2.0,4.0,13.0,9.0,01/08/2024,Milwaukee Bucks,25.0,PHX @ LAC
