,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Simone Fontecchio,29:00,10.0,16.0,62.5,3.0,8.0,37.5,1.0,1.0,100.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,0.0,24.0,27.0,01/01/2024,Dallas Mavericks,41.5,DEN @ GSW
Lauri Markkanen,24:45,6.0,12.0,50.0,4.0,8.0,50.0,1.0,1.0,100.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,17.0,8.0,01/01/2024,Dallas Mavericks,29.0,DEN @ GSW
John Collins,17:38,7.0,13.0,53.8,0.0,5.0,0.0,1.0,1.0,100.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,15.0,-1.0,01/01/2024,Dallas Mavericks,24.75,DEN @ GSW
Kris Dunn,20:30,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,2.0,2.0,7.0,-1.0,01/01/2024,Dallas Mavericks,20.75,DEN @ GSW
Collin Sexton,18:53,2.0,8.0,25.0,0.0,3.0,0.0,4.0,4.0,100.0,1.0,2.0,3.0,6.0,0.0,0.0,1.0,1.0,8.0,1.0,01/01/2024,Dallas Mavericks,20.25,DEN @ GSW
Walker Kessler,26:34,5.0,6.0,83.3,0.0,1.0,0.0,1.0,2.0,50.0,0.0,10.0,10.0,0.0,1.0,4.0,1.0,2.0,11.0,37.0,01/01/2024,Dallas Mavericks,33.0,DEN @ GSW
Keyonte George,28:55,3.0,8.0,37.5,2.0,6.0,33.3,6.0,6.0,100.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,14.0,38.0,01/01/2024,Dallas Mavericks,23.25,DEN @ GSW
Jordan Clarkson,27:42,8.0,16.0,50.0,1.0,6.0,16.7,3.0,3.0,100.0,2.0,8.0,10.0,11.0,1.0,0.0,4.0,4.0,20.0,36.0,01/01/2024,Dallas Mavericks,49.5,DEN @ GSW
Ochai Agbaji,19:00,1.0,6.0,16.7,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,01/01/2024,Dallas Mavericks,4.0,DEN @ GSW
Kelly Olynyk,19:27,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,3.0,0.0,1.0,3.0,7.0,28.0,01/01/2024,Dallas Mavericks,28.25,DEN @ GSW
Luka Samanic,3:48,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,01/01/2024,Dallas Mavericks,3.25,DEN @ GSW
Omer Yurtseven,3:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01/01/2024,Dallas Mavericks,1.25,DEN @ GSW
