,0
Bismack Biyombo,0.0
Cameron Johnson,6.7500000000000036
Cameron Payne,1.2500000000000036
Chris Paul,48.0
Damion Lee,45.249999999999986
Deandre Ayton,56.49999999999999
Devin Booker,47.25
Duane Washington Jr.,0.0
Jock Landale,-0.9999999999999964
Josh Okogie,12.249999999999996
Landry Shamet,13.75
Mikal Bridges,42.49999999999999
Torrey Craig,-7.749999999999989
