,0
Brandon Ingram,45.91666666666667
CJ McCollum,33.66666666666667
Devonte' Graham,11.416666666666664
Dyson Daniels,3.0
Herbert Jones,15.333333333333332
Jaxson Hayes,0.0
Jonas Valanciunas,65.24999999999999
Jose Alvarado,13.25
Larry Nance Jr.,8.083333333333336
Naji Marshall,2.4166666666666696
Trey Murphy III,12.25
Willy Hernangomez,8.25
Zion Williamson,17.166666666666668
