,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
RJ Barrett,26:51,5.0,11.0,45.5,0.0,1.0,0.0,4.0,4.0,100.0,0.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,14.0,13.0,12/20/2023,Brooklyn Nets,26.25,LAC @ DAL
Julius Randle,34:28,9.0,20.0,45.0,0.0,4.0,0.0,8.0,9.0,88.9,2.0,5.0,7.0,4.0,0.0,0.0,1.0,3.0,26.0,27.0,12/20/2023,Brooklyn Nets,40.25,LAC @ DAL
Isaiah Hartenstein,30:01,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,3.0,0.0,2.0,0.0,1.0,2.0,21.0,12/20/2023,Brooklyn Nets,23.0,LAC @ DAL
Donte DiVincenzo,22:30,9.0,15.0,60.0,5.0,10.0,50.0,0.0,0.0,0.0,2.0,6.0,8.0,1.0,3.0,0.0,2.0,2.0,23.0,13.0,12/20/2023,Brooklyn Nets,42.0,LAC @ DAL
Jalen Brunson,32:14,6.0,15.0,40.0,1.0,3.0,33.3,3.0,4.0,75.0,1.0,6.0,7.0,8.0,1.0,0.0,3.0,0.0,16.0,18.0,12/20/2023,Brooklyn Nets,37.75,LAC @ DAL
Josh Hart,30:57,2.0,5.0,40.0,2.0,3.0,66.7,4.0,4.0,100.0,2.0,11.0,13.0,3.0,1.0,0.0,2.0,2.0,10.0,6.0,12/20/2023,Brooklyn Nets,32.75,LAC @ DAL
Immanuel Quickley,23:49,7.0,12.0,58.3,4.0,6.0,66.7,1.0,4.0,25.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,19.0,6.0,12/20/2023,Brooklyn Nets,27.5,LAC @ DAL
Taj Gibson,13:17,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,5.0,12/20/2023,Brooklyn Nets,8.5,LAC @ DAL
Quentin Grimes,17:59,2.0,7.0,28.6,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,-2.0,12/20/2023,Brooklyn Nets,10.75,LAC @ DAL
DaQuan Jeffries,3:12,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,-6.0,12/20/2023,Brooklyn Nets,4.0,LAC @ DAL
Miles McBride,2:29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,12/20/2023,Brooklyn Nets,0.0,LAC @ DAL
Ryan Arcidiacono,2:13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,12/20/2023,Brooklyn Nets,2.75,LAC @ DAL
