,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
OG Anunoby,37:21,3.0,11.0,27.3,1.0,3.0,33.3,4.0,4.0,100.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,11.0,20.0,01/05/2024,Philadelphia 76ers,16.0,OKC @ BKN
Julius Randle,30:06,1.0,11.0,9.1,0.0,3.0,0.0,6.0,6.0,100.0,0.0,7.0,7.0,5.0,1.0,1.0,4.0,3.0,8.0,13.0,01/05/2024,Philadelphia 76ers,26.25,OKC @ BKN
Isaiah Hartenstein,35:28,8.0,9.0,88.9,0.0,0.0,0.0,1.0,2.0,50.0,1.0,5.0,6.0,5.0,2.0,2.0,1.0,4.0,17.0,26.0,01/05/2024,Philadelphia 76ers,39.5,OKC @ BKN
Donte DiVincenzo,16:42,4.0,6.0,66.7,4.0,6.0,66.7,2.0,2.0,100.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,4.0,14.0,-7.0,01/05/2024,Philadelphia 76ers,24.0,OKC @ BKN
Jalen Brunson,32:23,11.0,20.0,55.0,4.0,9.0,44.4,3.0,3.0,100.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,29.0,14.0,01/05/2024,Philadelphia 76ers,41.75,OKC @ BKN
Josh Hart,29:35,4.0,7.0,57.1,0.0,2.0,0.0,2.0,2.0,100.0,3.0,12.0,15.0,6.0,0.0,1.0,2.0,2.0,10.0,46.0,01/05/2024,Philadelphia 76ers,38.75,OKC @ BKN
Miles McBride,14:58,4.0,8.0,50.0,4.0,6.0,66.7,3.0,3.0,100.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,15.0,20.0,01/05/2024,Philadelphia 76ers,24.25,OKC @ BKN
Quentin Grimes,23:37,6.0,13.0,46.2,4.0,9.0,44.4,3.0,3.0,100.0,2.0,6.0,8.0,2.0,1.0,1.0,1.0,3.0,19.0,37.0,01/05/2024,Philadelphia 76ers,37.5,OKC @ BKN
Precious Achiuwa,12:32,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,10.0,01/05/2024,Philadelphia 76ers,10.75,OKC @ BKN
Ryan Arcidiacono,3:30,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,01/05/2024,Philadelphia 76ers,1.25,OKC @ BKN
Jericho Sims,2:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,01/05/2024,Philadelphia 76ers,0.0,OKC @ BKN
Malachi Flynn,1:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,01/05/2024,Philadelphia 76ers,1.25,OKC @ BKN
