,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
OG Anunoby,31:13,4.0,7.0,57.1,1.0,3.0,33.3,0.0,0.0,0.0,2.0,3.0,5.0,2.0,1.0,0.0,1.0,3.0,9.0,11.0,01/06/2024,Washington Wizards,20.25,PHX @ LAC
Julius Randle,37:43,13.0,23.0,56.5,3.0,8.0,37.5,10.0,13.0,76.9,3.0,4.0,7.0,5.0,1.0,0.0,2.0,2.0,39.0,24.0,01/06/2024,Washington Wizards,57.75,PHX @ LAC
Isaiah Hartenstein,39:13,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,19.0,2.0,4.0,2.0,5.0,3.0,8.0,26.0,01/06/2024,Washington Wizards,44.25,PHX @ LAC
Donte DiVincenzo,26:22,4.0,10.0,40.0,2.0,7.0,28.6,0.0,0.0,0.0,1.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,10.0,3.0,01/06/2024,Washington Wizards,23.25,PHX @ LAC
Jalen Brunson,34:56,10.0,18.0,55.6,4.0,8.0,50.0,9.0,9.0,100.0,0.0,3.0,3.0,8.0,0.0,0.0,2.0,2.0,33.0,20.0,01/06/2024,Washington Wizards,49.75,PHX @ LAC
Josh Hart,32:18,3.0,8.0,37.5,1.0,4.0,25.0,2.0,2.0,100.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,9.0,24.0,01/06/2024,Washington Wizards,15.0,PHX @ LAC
Miles McBride,13:04,2.0,6.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,5.0,-4.0,01/06/2024,Washington Wizards,16.25,PHX @ LAC
Quentin Grimes,14:50,2.0,5.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,-6.0,01/06/2024,Washington Wizards,11.25,PHX @ LAC
Precious Achiuwa,7:42,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-8.0,01/06/2024,Washington Wizards,2.0,PHX @ LAC
Jericho Sims,1:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,01/06/2024,Washington Wizards,0.0,PHX @ LAC
Malachi Flynn,0:48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,01/06/2024,Washington Wizards,0.0,PHX @ LAC
