,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Josh Green,25:19,7.0,8.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,1.0,0.0,1.0,0.0,14.0,28.0,01/05/2024,Portland Trail Blazers,29.25,OKC @ BKN
Derrick Jones Jr.,20:29,5.0,6.0,83.3,2.0,3.0,66.7,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,4.0,12.0,18.0,01/05/2024,Portland Trail Blazers,21.25,OKC @ BKN
Dwight Powell,25:44,2.0,4.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,2.0,7.0,9.0,3.0,1.0,1.0,2.0,0.0,6.0,32.0,01/05/2024,Portland Trail Blazers,24.75,OKC @ BKN
Jaden Hardy,32:30,8.0,14.0,57.1,3.0,7.0,42.9,0.0,0.0,0.0,2.0,7.0,9.0,9.0,1.0,0.0,4.0,2.0,19.0,11.0,01/05/2024,Portland Trail Blazers,45.25,OKC @ BKN
Kyrie Irving,28:54,10.0,18.0,55.6,3.0,7.0,42.9,1.0,1.0,100.0,0.0,9.0,9.0,5.0,2.0,2.0,1.0,0.0,24.0,27.0,01/05/2024,Portland Trail Blazers,51.75,OKC @ BKN
Tim Hardaway Jr.,26:36,8.0,14.0,57.1,3.0,7.0,42.9,0.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,19.0,21.0,01/05/2024,Portland Trail Blazers,32.0,OKC @ BKN
Seth Curry,20:02,4.0,9.0,44.4,1.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,9.0,12.0,01/05/2024,Portland Trail Blazers,13.5,OKC @ BKN
A.J. Lawson,24:52,4.0,8.0,50.0,1.0,4.0,25.0,5.0,6.0,83.3,1.0,4.0,5.0,2.0,2.0,0.0,2.0,5.0,14.0,21.0,01/05/2024,Portland Trail Blazers,26.75,OKC @ BKN
Olivier-Maxence Prosper,13:47,3.0,7.0,42.9,2.0,3.0,66.7,0.0,0.0,0.0,1.0,5.0,6.0,3.0,0.0,0.0,0.0,3.0,8.0,2.0,01/05/2024,Portland Trail Blazers,21.0,OKC @ BKN
Greg Brown III,11:53,3.0,5.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,7.0,5.0,01/05/2024,Portland Trail Blazers,17.0,OKC @ BKN
Brandon Williams,9:54,2.0,3.0,66.7,1.0,1.0,100.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,7.0,3.0,01/05/2024,Portland Trail Blazers,12.0,OKC @ BKN
