,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Josh Green,27:13,3.0,5.0,60.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,4.0,8.0,22.0,01/03/2024,Portland Trail Blazers,18.5,OKC @ BKN
Derrick Jones Jr.,22:33,2.0,3.0,66.7,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,23.0,01/03/2024,Portland Trail Blazers,14.0,OKC @ BKN
Dereck Lively II,18:48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,2.0,3.0,0.0,1.0,0.0,23.0,01/03/2024,Portland Trail Blazers,21.0,OKC @ BKN
Kyrie Irving,28:58,10.0,19.0,52.6,4.0,8.0,50.0,5.0,6.0,83.3,1.0,8.0,9.0,5.0,2.0,0.0,1.0,0.0,29.0,20.0,01/03/2024,Portland Trail Blazers,53.25,OKC @ BKN
Luka Doncic,30:32,13.0,21.0,61.9,4.0,7.0,57.1,11.0,14.0,78.6,0.0,6.0,6.0,5.0,1.0,0.0,4.0,1.0,41.0,23.0,01/03/2024,Portland Trail Blazers,58.0,OKC @ BKN
Tim Hardaway Jr.,23:27,5.0,10.0,50.0,2.0,5.0,40.0,2.0,2.0,100.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,14.0,8.0,01/03/2024,Portland Trail Blazers,18.75,OKC @ BKN
Dwight Powell,12:53,1.0,1.0,100.0,0.0,0.0,0.0,3.0,6.0,50.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,5.0,6.0,01/03/2024,Portland Trail Blazers,11.25,OKC @ BKN
Grant Williams,14:35,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,4.0,01/03/2024,Portland Trail Blazers,6.0,OKC @ BKN
Seth Curry,15:21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,01/03/2024,Portland Trail Blazers,4.25,OKC @ BKN
Markieff Morris,12:00,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,01/03/2024,Portland Trail Blazers,10.25,OKC @ BKN
Jaden Hardy,10:52,4.0,10.0,40.0,1.0,6.0,16.7,2.0,3.0,66.7,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,2.0,01/03/2024,Portland Trail Blazers,16.25,OKC @ BKN
Olivier-Maxence Prosper,8:26,1.0,3.0,33.3,0.0,0.0,0.0,3.0,4.0,75.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,-3.0,01/03/2024,Portland Trail Blazers,14.75,OKC @ BKN
A.J. Lawson,8:26,1.0,4.0,25.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,-3.0,01/03/2024,Portland Trail Blazers,5.5,OKC @ BKN
Brandon Williams,5:56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.0,01/03/2024,Portland Trail Blazers,4.5,OKC @ BKN
