IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 6 ,6,3,3,4,4,0,4.57,27,100,57,31,6,20,11,8,5,0,48,,,-0.065, 1.03,-0.03%, 0.84, 0.0,63° F, Wind 14mph out to Centerfield, Cloudy, No Precipitation.
 0.2,2,0,0,0,0,0,2.10,3,7,6,4,0,2,1,2,1,0,,0,0,0.010, 0.62, 0.01%, 0.50, 0.2,63° F, Wind 14mph out to Centerfield, Cloudy, No Precipitation.
 0.2,1,1,1,2,1,0,5.27,5,37,23,15,4,4,0,2,1,0,,1,0,-0.046, 0.76,-0.02%, 0.61, -0.9,63° F, Wind 14mph out to Centerfield, Cloudy, No Precipitation.
 0.2,0,0,0,0,1,0,2.43,2,12,8,5,1,2,1,0,0,0,,1,0,0.021, 0.42, 0.01%, 0.34, 0.7,63° F, Wind 14mph out to Centerfield, Cloudy, No Precipitation.
 1 ,1,0,0,1,0,0,3.52,5,14,9,6,1,2,1,3,1,0,,0,0,0.038, 0.98, 0.02%, 0.79, 0.5,63° F, Wind 14mph out to Centerfield, Cloudy, No Precipitation.
