,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
08/13/2020,ORL,DEN @ TOR,L,240,127,48,87,55.2,10,34,29.4,21,27,77.8,9,31,40,22,6,4,13,22,-6
08/11/2020,SAC,DEN @ TOR,L,240,106,42,82,51.2,7,24,29.2,15,19,78.9,5,29,34,25,8,6,19,18,-6
08/09/2020,SAS,DEN @ LAL,L,240,113,42,96,43.8,12,30,40.0,17,22,77.3,16,32,48,30,5,5,20,26,-9
08/07/2020,WAS,DEN @ LAL,W,240,118,42,88,47.7,12,35,34.3,22,26,84.6,11,34,45,25,7,8,20,19,11
08/06/2020,SAC,IND @ PHX,L,240,125,47,82,57.3,14,34,41.2,17,23,73.9,5,25,30,31,4,3,17,26,-15
08/03/2020,MEM,IND @ PHX,W,240,109,37,82,45.1,11,29,37.9,24,39,61.5,8,41,49,25,7,1,15,20,10
08/01/2020,LAC,MIA @ DEN,L,240,103,38,85,44.7,9,30,30.0,18,28,64.3,9,39,48,24,4,1,18,23,-23
07/30/2020,UTA,MIA @ DEN,L,240,104,40,94,42.6,11,31,35.5,13,18,72.2,15,30,45,22,12,2,21,25,-2
03/08/2020,MIN,BOS @ IND,W,240,120,44,90,48.9,11,35,31.4,21,31,67.7,10,44,54,28,7,5,25,23,13
03/06/2020,MIA,POR @ PHX,W,240,110,38,91,41.8,14,38,36.8,20,28,71.4,15,38,53,28,7,6,17,25,6
03/04/2020,DAL,POR @ PHX,L,265,123,50,114,43.9,17,46,37.0,6,11,54.5,15,37,52,28,8,4,14,23,-4
03/03/2020,MIN,LAC @ OKC,L,240,134,52,100,52.0,14,39,35.9,16,27,59.3,13,31,44,37,13,2,15,18,-5
03/01/2020,LAL,LAC @ OKC,L,240,114,40,95,42.1,7,32,21.9,27,33,81.8,15,37,52,24,7,3,16,11,-8
02/28/2020,CLE,CLE @ NOP,W,240,116,48,88,54.5,9,23,39.1,11,15,73.3,12,37,49,36,12,8,17,17,12
02/25/2020,LAL,DET @ DEN,L,240,109,39,86,45.3,8,27,29.6,23,30,76.7,6,39,45,31,10,2,20,24,-9
02/23/2020,GSW,DET @ DEN,W,240,115,46,98,46.9,17,42,40.5,6,13,46.2,14,38,52,34,7,5,13,15,14
02/21/2020,POR,PHI @ MIL,W,240,128,45,84,53.6,18,34,52.9,20,33,60.6,9,37,46,36,8,3,19,23,13
02/13/2020,OKC,PHI @ MIL,L,240,118,42,86,48.8,14,35,40.0,20,27,74.1,8,38,46,31,3,7,17,20,-5
02/11/2020,POR,MIL @ IND,W,240,138,49,92,53.3,14,34,41.2,26,32,81.3,14,36,50,40,7,5,14,20,21
02/08/2020,IND,NYK @ DET,W,240,124,44,95,46.3,15,38,39.5,21,25,84.0,16,37,53,27,8,2,15,24,7
02/06/2020,CHI,NYK @ DET,W,240,125,49,87,56.3,16,38,42.1,11,19,57.9,9,36,45,38,12,7,21,20,6
02/04/2020,MIL,MIA @ LAC,L,240,108,38,99,38.4,14,49,28.6,18,24,75.0,8,41,49,26,10,6,17,17,-12
02/02/2020,HOU,MIA @ LAC,L,240,109,42,94,44.7,10,33,30.3,15,20,75.0,16,47,63,21,6,6,23,16,-8
01/31/2020,MEM,UTA @ POR,W,240,139,51,95,53.7,15,34,44.1,22,26,84.6,16,41,57,30,8,4,19,22,28
01/28/2020,CLE,MEM @ NYK,W,240,125,47,88,53.4,13,34,38.2,18,24,75.0,7,34,41,29,9,11,18,16,14
01/26/2020,BOS,MEM @ NYK,W,240,123,44,92,47.8,16,36,44.4,19,29,65.5,18,36,54,31,7,5,20,21,15
01/24/2020,DEN,OKC @ MIN,L,240,106,38,82,46.3,12,27,44.4,18,30,60.0,12,33,45,24,8,7,17,17,-7
01/22/2020,SAS,OKC @ MIN,L,240,117,39,84,46.4,14,36,38.9,25,32,78.1,8,33,41,26,6,3,14,21,-4
01/20/2020,MEM,OKC @ ORL,W,240,126,42,88,47.7,21,48,43.8,21,24,87.5,5,38,43,24,7,7,17,18,10
