,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Jaden McDaniels,29:47,7.0,10.0,70.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,16.0,14.0,01/05/2024,Houston Rockets,22.75,OKC @ BKN
Karl-Anthony Towns,31:20,8.0,17.0,47.1,1.0,4.0,25.0,5.0,5.0,100.0,2.0,6.0,8.0,6.0,0.0,1.0,4.0,2.0,22.0,11.0,01/05/2024,Houston Rockets,41.5,OKC @ BKN
Rudy Gobert,32:58,6.0,7.0,85.7,0.0,0.0,0.0,1.0,3.0,33.3,3.0,9.0,12.0,1.0,2.0,2.0,1.0,2.0,13.0,22.0,01/05/2024,Houston Rockets,37.0,OKC @ BKN
Anthony Edwards,32:33,8.0,17.0,47.1,2.0,5.0,40.0,6.0,6.0,100.0,0.0,3.0,3.0,5.0,2.0,0.0,5.0,2.0,24.0,14.0,01/05/2024,Houston Rockets,37.75,OKC @ BKN
Mike Conley,25:00,3.0,8.0,37.5,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,8.0,13.0,01/05/2024,Houston Rockets,19.0,OKC @ BKN
Naz Reid,24:46,6.0,11.0,54.5,3.0,6.0,50.0,1.0,2.0,50.0,1.0,6.0,7.0,2.0,0.0,1.0,0.0,1.0,16.0,21.0,01/05/2024,Houston Rockets,31.25,OKC @ BKN
Kyle Anderson,17:35,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,5.0,3.0,0.0,2.0,3.0,2.0,16.0,01/05/2024,Houston Rockets,23.25,OKC @ BKN
Nickeil Alexander-Walker,17:32,4.0,6.0,66.7,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,11.0,17.0,01/05/2024,Houston Rockets,28.25,OKC @ BKN
Jordan McLaughlin,12:49,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,19.0,01/05/2024,Houston Rockets,15.75,OKC @ BKN
Luka Garza,3:28,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,01/05/2024,Houston Rockets,2.75,OKC @ BKN
Shake Milton,3:28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,01/05/2024,Houston Rockets,-0.5,OKC @ BKN
Troy Brown Jr.,3:28,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,01/05/2024,Houston Rockets,6.25,OKC @ BKN
Wendell Moore Jr.,2:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0,01/05/2024,Houston Rockets,4.5,OKC @ BKN
Josh Minott,2:38,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-6.0,01/05/2024,Houston Rockets,2.0,OKC @ BKN
