,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Jaden McDaniels,32:60,5.0,10.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,11.0,-19.0,01/03/2024,New Orleans Pelicans,20.0,OKC @ BKN
Karl-Anthony Towns,36:10,8.0,19.0,42.1,0.0,4.0,0.0,6.0,7.0,85.7,2.0,4.0,6.0,2.0,0.0,0.0,1.0,2.0,22.0,-18.0,01/03/2024,New Orleans Pelicans,32.0,OKC @ BKN
Rudy Gobert,23:54,2.0,3.0,66.7,0.0,0.0,0.0,1.0,2.0,50.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,4.0,5.0,-16.0,01/03/2024,New Orleans Pelicans,12.75,OKC @ BKN
Anthony Edwards,37:04,11.0,22.0,50.0,4.0,7.0,57.1,9.0,10.0,90.0,2.0,2.0,4.0,5.0,1.0,1.0,6.0,1.0,35.0,-15.0,01/03/2024,New Orleans Pelicans,50.5,OKC @ BKN
Mike Conley,25:57,3.0,5.0,60.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,7.0,-14.0,01/03/2024,New Orleans Pelicans,23.0,OKC @ BKN
Naz Reid,24:35,3.0,8.0,37.5,2.0,5.0,40.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,2.0,1.0,2.0,8.0,3.0,01/03/2024,New Orleans Pelicans,23.0,OKC @ BKN
Nickeil Alexander-Walker,18:53,1.0,3.0,33.3,0.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,-5.0,01/03/2024,New Orleans Pelicans,5.0,OKC @ BKN
Kyle Anderson,13:23,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,01/03/2024,New Orleans Pelicans,10.0,OKC @ BKN
Jordan McLaughlin,17:22,1.0,6.0,16.7,0.0,4.0,0.0,1.0,2.0,50.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,01/03/2024,New Orleans Pelicans,14.75,OKC @ BKN
Troy Brown Jr.,3:14,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,01/03/2024,New Orleans Pelicans,5.0,OKC @ BKN
Josh Minott,3:14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,01/03/2024,New Orleans Pelicans,4.0,OKC @ BKN
Shake Milton,3:14,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,01/03/2024,New Orleans Pelicans,5.5,OKC @ BKN
