,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Devin Vassell,29:52,2.0,7.0,28.6,1.0,5.0,20.0,3.0,4.0,75.0,0.0,6.0,6.0,5.0,4.0,0.0,0.0,3.0,8.0,-1.0,04/03/2022,Portland Trail Blazers,31.5
Keldon Johnson,37:02,9.0,20.0,45.0,6.0,12.0,50.0,4.0,6.0,66.7,0.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,28.0,19.0,04/03/2022,Portland Trail Blazers,38.0
Zach Collins,30:46,5.0,9.0,55.6,1.0,3.0,33.3,7.0,10.0,70.0,4.0,9.0,13.0,2.0,0.0,0.0,5.0,2.0,18.0,10.0,04/03/2022,Portland Trail Blazers,35.25
Joshua Primo,26:09,2.0,7.0,28.6,2.0,5.0,40.0,3.0,4.0,75.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,4.0,9.0,16.0,04/03/2022,Portland Trail Blazers,14.25
Tre Jones,33:36,7.0,11.0,63.6,2.0,4.0,50.0,2.0,2.0,100.0,1.0,6.0,7.0,7.0,1.0,0.0,0.0,3.0,18.0,28.0,04/03/2022,Portland Trail Blazers,40.25
Josh Richardson,23:46,3.0,10.0,30.0,0.0,5.0,0.0,2.0,2.0,100.0,0.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,8.0,3.0,04/03/2022,Portland Trail Blazers,19.0
Jock Landale,6:00,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,04/03/2022,Portland Trail Blazers,5.75
Lonnie Walker IV,23:32,2.0,9.0,22.2,2.0,7.0,28.6,2.0,2.0,100.0,0.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,8.0,10.0,04/03/2022,Portland Trail Blazers,21.5
Keita Bates-Diop,20:55,6.0,8.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,0.0,1.0,1.0,12.0,4.0,04/03/2022,Portland Trail Blazers,21.75
Romeo Langford,5:04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,04/03/2022,Portland Trail Blazers,2.75
Joe Wieskamp,1:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,04/03/2022,Portland Trail Blazers,2.0
Devontae Cacok,1:20,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,04/03/2022,Portland Trail Blazers,3.25
