,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Keita Bates-Diop,24:41,2.0,6.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,0.0,0.0,0.0,2.0,4.0,-11.0,01/10/2022,New York Knicks,14.25
Joshua Primo,27:49,4.0,9.0,44.4,2.0,4.0,50.0,1.0,2.0,50.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,11.0,-21.0,01/10/2022,New York Knicks,22.5
Jakob Poeltl,24:07,6.0,12.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,10.0,3.0,0.0,2.0,3.0,3.0,12.0,-12.0,01/10/2022,New York Knicks,31.5
Dejounte Murray,30:22,11.0,19.0,57.9,1.0,5.0,20.0,1.0,1.0,100.0,2.0,2.0,4.0,5.0,2.0,1.0,3.0,3.0,24.0,-5.0,01/10/2022,New York Knicks,41.5
Lonnie Walker IV,27:18,5.0,19.0,26.3,1.0,7.0,14.3,4.0,5.0,80.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,15.0,-10.0,01/10/2022,New York Knicks,25.0
Drew Eubanks,20:04,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,8.0,-11.0,01/10/2022,New York Knicks,10.75
Tyler Johnson,22:02,1.0,7.0,14.3,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,-7.0,01/10/2022,New York Knicks,13.75
Devontae Cacok,23:19,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,1.0,2.0,0.0,1.0,6.0,-4.0,01/10/2022,New York Knicks,24.5
Bryn Forbes,18:16,2.0,7.0,28.6,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,-18.0,01/10/2022,New York Knicks,8.75
Joe Wieskamp,11:36,2.0,2.0,100.0,2.0,2.0,100.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,01/10/2022,New York Knicks,9.25
Jaylen Morris,6:37,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,01/10/2022,New York Knicks,2.0
Anthony Lamb,3:49,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,01/10/2022,New York Knicks,1.5
