,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Keldon Johnson,31:06,10.0,13.0,76.9,4.0,5.0,80.0,0.0,1.0,0.0,1.0,7.0,8.0,2.0,0.0,0.0,1.0,1.0,24.0,7.0,12/17/2021,Utah Jazz,38.5
Doug McDermott,27:31,4.0,10.0,40.0,2.0,7.0,28.6,1.0,1.0,100.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,11.0,6.0,12/17/2021,Utah Jazz,20.0
Jakob Poeltl,32:54,7.0,12.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,14.0,0.0,12/17/2021,Utah Jazz,30.25
Derrick White,32:50,7.0,15.0,46.7,2.0,8.0,25.0,6.0,6.0,100.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,22.0,-5.0,12/17/2021,Utah Jazz,34.0
Dejounte Murray,36:35,6.0,16.0,37.5,1.0,6.0,16.7,3.0,6.0,50.0,4.0,7.0,11.0,11.0,2.0,1.0,2.0,1.0,16.0,10.0,12/17/2021,Utah Jazz,51.75
Devin Vassell,24:28,5.0,10.0,50.0,3.0,5.0,60.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,13.0,8.0,12/17/2021,Utah Jazz,25.5
Lonnie Walker IV,29:24,8.0,15.0,53.3,3.0,8.0,37.5,0.0,0.0,0.0,0.0,4.0,4.0,5.0,2.0,0.0,0.0,0.0,19.0,-2.0,12/17/2021,Utah Jazz,37.0
Tre Jones,5:55,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,-10.0,12/17/2021,Utah Jazz,4.0
Bryn Forbes,4:11,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,12/17/2021,Utah Jazz,0.0
Drew Eubanks,8:46,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,4.0,3.0,-12.0,12/17/2021,Utah Jazz,7.25
Jock Landale,6:20,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,12/17/2021,Utah Jazz,2.0
