,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Mitch Keller, L (3-7)", 6 ,5,1,0,2,6,0,4.55,25,95,62,37,6,19,9,8,5,0,64,,,0.201, 1.00, 0.01%, 0.08, 2.4,92° F, Wind 11mph in from Leftfield, Cloudy, No Precipitation.
Yerry De Los Santos, 1 ,2,1,1,1,1,0,3.00,6,22,14,8,1,5,2,2,1,0,,0,0,-0.070, 0.99,-0.00%, 0.07, -0.4,92° F, Wind 11mph in from Leftfield, Cloudy, No Precipitation.
Chase De Jong, 1 ,1,0,0,0,1,0,2.06,4,14,9,5,3,1,1,2,0,0,,0,0,0.018, 0.22, 0.00%, 0.02, 0.6,92° F, Wind 11mph in from Leftfield, Cloudy, No Precipitation.
