,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
Bryse Wilson, 3.1,4,2,2,0,3,0,6.52,14,48,31,18,4,9,4,6,3,0,47,,,-0.007, 0.96, 0.00%, 0.05, 0.0,96° F, Wind 8mph from Right to Left, Sunny, No Precipitation.
Manny Banuelos, 0.2,0,0,0,1,0,0,4.97,3,12,7,5,1,1,1,1,0,0,,2,1,0.035, 2.59, 0.00%, 0.14, 0.3,96° F, Wind 8mph from Right to Left, Sunny, No Precipitation.
"Tyler Beede, BS (1), W (1-1)", 2 ,2,1,1,1,1,0,3.47,9,37,20,13,2,5,5,2,2,0,,0,0,0.010, 1.46, 0.00%, 0.08, 0.1,96° F, Wind 8mph from Right to Left, Sunny, No Precipitation.
"Duane Underwood Jr., H (8)", 1 ,1,0,0,0,1,0,3.96,4,13,9,5,3,1,2,1,0,0,,0,0,0.090, 1.21, 0.00%, 0.07, 0.6,96° F, Wind 8mph from Right to Left, Sunny, No Precipitation.
"Wil Crowe, H (13)", 1 ,1,0,0,1,0,0,3.31,4,14,7,4,0,3,1,2,2,0,,0,0,0.101, 1.80, 0.00%, 0.10, 0.6,96° F, Wind 8mph from Right to Left, Sunny, No Precipitation.
David Bednar, 1 ,1,0,0,0,1,0,2.89,3,7,6,2,1,3,0,2,1,0,,0,0,0.010, 0.20, 0.00%, 0.01, 0.6,96° F, Wind 8mph from Right to Left, Sunny, No Precipitation.
