,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Dillon Brooks,29:50,6.0,16.0,37.5,3.0,7.0,42.9,4.0,8.0,50.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,19.0,-2.0,10/31/2022,Utah Jazz,26.5
Santi Aldama,23:41,1.0,7.0,14.3,0.0,1.0,0.0,1.0,2.0,50.0,4.0,4.0,8.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,10/31/2022,Utah Jazz,16.5
Steven Adams,18:31,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,9.0,1.0,1.0,1.0,4.0,1.0,2.0,-11.0,10/31/2022,Utah Jazz,16.75
John Konchar,25:47,2.0,8.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,4.0,4.0,-12.0,10/31/2022,Utah Jazz,15.25
Ja Morant,31:30,12.0,18.0,66.7,1.0,2.0,50.0,12.0,15.0,80.0,1.0,4.0,5.0,4.0,0.0,0.0,3.0,2.0,37.0,-19.0,10/31/2022,Utah Jazz,48.25
David Roddy,28:46,0.0,8.0,0.0,0.0,4.0,0.0,2.0,2.0,100.0,2.0,4.0,6.0,0.0,2.0,1.0,0.0,1.0,2.0,-20.0,10/31/2022,Utah Jazz,15.5
Tyus Jones,27:18,5.0,9.0,55.6,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,1.0,12.0,-18.0,10/31/2022,Utah Jazz,18.0
Brandon Clarke,15:59,4.0,7.0,57.1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,8.0,-9.0,10/31/2022,Utah Jazz,15.75
Xavier Tillman,17:07,3.0,4.0,75.0,0.0,0.0,0.0,2.0,7.0,28.6,3.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,8.0,-2.0,10/31/2022,Utah Jazz,13.75
Kennedy Chandler,12:11,1.0,3.0,33.3,0.0,1.0,0.0,1.0,3.0,33.3,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,10/31/2022,Utah Jazz,8.25
Vince Williams Jr.,4:40,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,10/31/2022,Utah Jazz,9.25
Kenneth Lofton Jr.,4:40,2.0,5.0,40.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,10/31/2022,Utah Jazz,6.25
