,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Dillon Brooks,30:18,3.0,13.0,23.1,2.0,8.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,5.0,8.0,9.0,05/01/2022,Golden State Warriors,17.5
Jaren Jackson Jr.,30:49,10.0,18.0,55.6,6.0,9.0,66.7,7.0,9.0,77.8,6.0,4.0,10.0,1.0,0.0,1.0,3.0,3.0,33.0,-5.0,05/01/2022,Golden State Warriors,50.5
Xavier Tillman Sr.,13:05,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,-10.0,05/01/2022,Golden State Warriors,9.5
Desmond Bane,32:28,3.0,10.0,30.0,1.0,5.0,20.0,2.0,3.0,66.7,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,9.0,1.0,05/01/2022,Golden State Warriors,15.75
Ja Morant,38:29,14.0,31.0,45.2,4.0,11.0,36.4,2.0,3.0,66.7,0.0,9.0,9.0,10.0,3.0,0.0,3.0,3.0,34.0,-1.0,05/01/2022,Golden State Warriors,66.75
Kyle Anderson,18:31,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,05/01/2022,Golden State Warriors,10.0
Brandon Clarke,30:35,4.0,6.0,66.7,0.0,0.0,0.0,4.0,6.0,66.7,3.0,5.0,8.0,2.0,0.0,2.0,4.0,2.0,12.0,6.0,05/01/2022,Golden State Warriors,27.0
De'Anthony Melton,24:60,5.0,8.0,62.5,3.0,6.0,50.0,1.0,1.0,100.0,2.0,5.0,7.0,1.0,3.0,1.0,1.0,0.0,14.0,14.0,05/01/2022,Golden State Warriors,33.25
Tyus Jones,12:00,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,-9.0,05/01/2022,Golden State Warriors,8.5
John Konchar,8:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,-10.0,05/01/2022,Golden State Warriors,8.75
