,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Dillon Brooks,31:40,4.0,13.0,30.8,1.0,6.0,16.7,1.0,2.0,50.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,2.0,10.0,-18.0,10/11/2022,Orlando Magic,19.5
Santi Aldama,23:22,3.0,6.0,50.0,0.0,3.0,0.0,4.0,4.0,100.0,4.0,4.0,8.0,2.0,0.0,1.0,1.0,2.0,10.0,-1.0,10/11/2022,Orlando Magic,24.5
Steven Adams,25:01,2.0,6.0,33.3,0.0,0.0,0.0,2.0,2.0,100.0,5.0,5.0,10.0,2.0,2.0,0.0,2.0,3.0,6.0,-17.0,10/11/2022,Orlando Magic,24.5
Desmond Bane,31:56,11.0,18.0,61.1,4.0,6.0,66.7,7.0,8.0,87.5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,33.0,4.0,10/11/2022,Orlando Magic,44.5
Ja Morant,31:56,8.0,24.0,33.3,0.0,6.0,0.0,7.0,10.0,70.0,2.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,23.0,-21.0,10/11/2022,Orlando Magic,35.5
John Konchar,24:38,2.0,5.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,6.0,-3.0,10/11/2022,Orlando Magic,16.5
Jake LaRavia,16:04,2.0,5.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,5.0,-8.0,10/11/2022,Orlando Magic,11.0
David Roddy,16:20,1.0,6.0,16.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,14.0,10/11/2022,Orlando Magic,6.0
Brandon Clarke,17:08,3.0,3.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,7.0,7.0,10/11/2022,Orlando Magic,17.0
Tyus Jones,16:04,1.0,6.0,16.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,5.0,6.0,2.0,1.0,0.0,1.0,0.0,3.0,17.0,10/11/2022,Orlando Magic,15.5
Xavier Tillman,5:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,10/11/2022,Orlando Magic,2.0
