,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Dillon Brooks,22:08,8.0,12.0,66.7,6.0,7.0,85.7,1.0,2.0,50.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,4.0,23.0,31.0,11/04/2022,Charlotte Hornets,36.5
Santi Aldama,21:02,5.0,9.0,55.6,2.0,5.0,40.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,12.0,19.0,11/04/2022,Charlotte Hornets,25.75
Steven Adams,21:44,6.0,10.0,60.0,0.0,0.0,0.0,1.0,2.0,50.0,11.0,8.0,19.0,4.0,2.0,2.0,2.0,2.0,13.0,31.0,11/04/2022,Charlotte Hornets,49.75
Desmond Bane,24:20,8.0,16.0,50.0,3.0,7.0,42.9,0.0,0.0,0.0,1.0,5.0,6.0,2.0,0.0,0.0,3.0,3.0,19.0,29.0,11/04/2022,Charlotte Hornets,29.5
Ja Morant,24:54,4.0,12.0,33.3,1.0,3.0,33.3,3.0,4.0,75.0,0.0,4.0,4.0,11.0,0.0,0.0,5.0,0.0,12.0,40.0,11/04/2022,Charlotte Hornets,31.5
David Roddy,27:41,4.0,8.0,50.0,2.0,5.0,40.0,1.0,2.0,50.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,11.0,12.0,11/04/2022,Charlotte Hornets,16.0
John Konchar,20:53,3.0,4.0,75.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,8.0,17.0,11/04/2022,Charlotte Hornets,17.5
Brandon Clarke,15:55,4.0,7.0,57.1,0.0,0.0,0.0,5.0,5.0,100.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,13.0,9.0,11/04/2022,Charlotte Hornets,24.0
Tyus Jones,14:08,5.0,8.0,62.5,0.0,2.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,11.0,3.0,11/04/2022,Charlotte Hornets,18.0
Jake LaRavia,19:10,1.0,4.0,25.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,8.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,-9.0,11/04/2022,Charlotte Hornets,14.75
Kennedy Chandler,10:21,1.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,-9.0,11/04/2022,Charlotte Hornets,14.0
Xavier Tillman,10:21,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,-9.0,11/04/2022,Charlotte Hornets,4.25
Vince Williams Jr.,7:23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,-9.0,11/04/2022,Charlotte Hornets,5.5
