,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/14/2010,HOU,DET @ MIN,W,240,123,51,80,63.8,9,15,60.0,12,16,75.0,5,32,37,28,6,2,14,17,8
04/11/2010,MIN,DAL @ LAC,W,240,114,43,82,52.4,4,15,26.7,24,27,88.9,11,38,49,30,11,2,20,28,28
04/09/2010,UTA,NYK @ ORL,L,240,103,39,79,49.4,8,15,53.3,17,24,70.8,7,28,35,20,7,4,14,18,-11
04/07/2010,CHA,NYK @ ORL,L,240,103,39,81,48.1,8,20,40.0,17,22,77.3,9,25,34,23,14,5,14,23,-1
04/03/2010,NJN,DET @ PHI,L,240,87,37,93,39.8,1,11,9.1,12,18,66.7,14,21,35,26,11,6,11,17,-28
04/02/2010,MEM,ATL @ CLE,L,240,96,41,93,44.1,5,20,25.0,9,13,69.2,11,30,41,17,7,7,11,23,-11
03/31/2010,WAS,ATL @ CLE,L,240,91,37,77,48.1,3,11,27.3,14,18,77.8,11,25,36,18,8,1,14,22,-5
03/29/2010,LAL,SAC @ IND,W,240,108,36,73,49.3,10,23,43.5,26,34,76.5,8,32,40,22,6,4,9,20,8
03/27/2010,POR,SAC @ IND,L,240,101,41,70,58.6,7,12,58.3,12,17,70.6,6,19,25,24,6,1,12,22,-11
03/24/2010,CLE,ATL @ PHI,L,240,92,37,84,44.0,6,21,28.6,12,15,80.0,13,24,37,29,6,2,9,17,-13
03/22/2010,DAL,CHA @ WAS,W,240,115,45,83,54.2,12,24,50.0,13,17,76.5,8,29,37,33,9,3,14,15,16
03/20/2010,UTA,CHA @ WAS,L,240,86,34,79,43.0,3,13,23.1,15,24,62.5,18,26,44,19,3,6,18,16,-20
03/18/2010,DEN,CHA @ MIA,L,240,80,33,77,42.9,2,8,25.0,12,15,80.0,11,33,44,16,5,4,21,23,-13
03/17/2010,GSW,NOH @ GSW,L,240,121,44,86,51.2,7,21,33.3,26,34,76.5,13,26,39,28,7,2,18,19,-10
03/15/2010,LAC,NOH @ GSW,W,240,108,48,85,56.5,9,18,50.0,3,5,60.0,6,36,42,31,3,2,15,17,8
03/14/2010,PHX,NOH @ GSW,L,240,106,42,90,46.7,7,15,46.7,15,20,75.0,14,27,41,22,11,2,14,23,-14
03/12/2010,DEN,DET @ ATL,L,240,95,37,89,41.6,4,17,23.5,17,21,81.0,9,27,36,23,12,1,12,18,-7
03/10/2010,OKC,MEM @ BOS,L,240,83,34,79,43.0,3,14,21.4,12,19,63.2,8,30,38,16,7,5,16,17,-15
03/08/2010,GSW,MEM @ BOS,W,240,135,54,92,58.7,10,22,45.5,17,24,70.8,15,29,44,38,8,1,16,18,4
