,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Herbert Jones,31:03,2.0,3.0,66.7,1.0,2.0,50.0,4.0,5.0,80.0,0.0,2.0,2.0,3.0,1.0,0.0,3.0,3.0,9.0,14.0,02/06/2022,Houston Rockets,17.0
Brandon Ingram,35:50,12.0,21.0,57.1,3.0,5.0,60.0,6.0,9.0,66.7,0.0,3.0,3.0,12.0,3.0,1.0,4.0,3.0,33.0,16.0,02/06/2022,Houston Rockets,62.25
Jonas Valanciunas,27:25,5.0,10.0,50.0,1.0,1.0,100.0,7.0,10.0,70.0,1.0,4.0,5.0,3.0,1.0,1.0,2.0,6.0,18.0,-2.0,02/06/2022,Houston Rockets,32.25
Josh Hart,35:35,4.0,8.0,50.0,1.0,3.0,33.3,4.0,4.0,100.0,1.0,6.0,7.0,4.0,3.0,0.0,0.0,2.0,13.0,5.0,02/06/2022,Houston Rockets,34.25
Devonte' Graham,31:33,2.0,8.0,25.0,2.0,7.0,28.6,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,6.0,-3.0,02/06/2022,Houston Rockets,14.0
Jaxson Hayes,27:40,8.0,10.0,80.0,1.0,2.0,50.0,4.0,6.0,66.7,2.0,5.0,7.0,0.0,2.0,2.0,0.0,2.0,21.0,14.0,02/06/2022,Houston Rockets,38.25
Gary Clark,11:17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,02/06/2022,Houston Rockets,4.5
Jose Alvarado,16:27,4.0,8.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,9.0,16.0,02/06/2022,Houston Rockets,17.5
Nickeil Alexander-Walker,18:07,3.0,7.0,42.9,2.0,5.0,40.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,9.0,4.0,02/06/2022,Houston Rockets,14.5
Trey Murphy III,4:57,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,02/06/2022,Houston Rockets,3.25
Naji Marshall,0:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,02/06/2022,Houston Rockets,0.0
