,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Brandon Ingram,34:46,10.0,17.0,58.8,0.0,2.0,0.0,9.0,9.0,100.0,0.0,8.0,8.0,7.0,1.0,2.0,5.0,3.0,29.0,-1.0,04/01/2022,Los Angeles Lakers,53.0
Jaxson Hayes,23:50,2.0,4.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,6.0,-5.0,04/01/2022,Los Angeles Lakers,10.25
Jonas Valanciunas,37:59,6.0,10.0,60.0,1.0,2.0,50.0,4.0,5.0,80.0,1.0,11.0,12.0,6.0,0.0,1.0,1.0,5.0,17.0,1.0,04/01/2022,Los Angeles Lakers,43.0
Herbert Jones,36:10,4.0,9.0,44.4,1.0,5.0,20.0,3.0,4.0,75.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,12.0,-1.0,04/01/2022,Los Angeles Lakers,19.25
CJ McCollum,40:55,12.0,23.0,52.2,4.0,8.0,50.0,4.0,4.0,100.0,2.0,5.0,7.0,4.0,2.0,0.0,4.0,2.0,32.0,3.0,04/01/2022,Los Angeles Lakers,50.75
Larry Nance Jr.,15:54,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,04/01/2022,Los Angeles Lakers,8.75
Devonte' Graham,14:13,2.0,5.0,40.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,04/01/2022,Los Angeles Lakers,7.75
Trey Murphy III,14:05,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,04/01/2022,Los Angeles Lakers,2.5
Jose Alvarado,7:48,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,04/01/2022,Los Angeles Lakers,9.0
Naji Marshall,14:20,2.0,4.0,50.0,0.0,2.0,0.0,3.0,4.0,75.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,7.0,1.0,04/01/2022,Los Angeles Lakers,11.5
