,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Garrett Temple,34:43,5.0,11.0,45.5,0.0,4.0,0.0,2.0,5.0,40.0,1.0,4.0,5.0,4.0,1.0,0.0,2.0,1.0,12.0,-14.0,01/29/2022,Boston Celtics,25.25
Herbert Jones,35:19,4.0,11.0,36.4,1.0,5.0,20.0,2.0,2.0,100.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,11.0,-25.0,01/29/2022,Boston Celtics,22.5
Willy Hernangomez,30:29,5.0,10.0,50.0,0.0,0.0,0.0,4.0,4.0,100.0,3.0,2.0,5.0,2.0,0.0,0.0,4.0,4.0,14.0,-23.0,01/29/2022,Boston Celtics,21.25
Josh Hart,34:53,4.0,9.0,44.4,1.0,4.0,25.0,1.0,3.0,33.3,1.0,12.0,13.0,2.0,3.0,0.0,3.0,0.0,10.0,-16.0,01/29/2022,Boston Celtics,34.25
Devonte' Graham,28:25,3.0,11.0,27.3,2.0,9.0,22.2,4.0,4.0,100.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,12.0,-18.0,01/29/2022,Boston Celtics,18.25
Nickeil Alexander-Walker,21:45,2.0,9.0,22.2,1.0,3.0,33.3,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,1.0,1.0,5.0,6.0,01/29/2022,Boston Celtics,17.5
Jose Alvarado,19:35,8.0,11.0,72.7,3.0,4.0,75.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,4.0,0.0,0.0,1.0,19.0,8.0,01/29/2022,Boston Celtics,36.5
Jaxson Hayes,17:31,1.0,2.0,50.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,5.0,13.0,01/29/2022,Boston Celtics,6.5
Naji Marshall,10:41,3.0,6.0,50.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,15.0,01/29/2022,Boston Celtics,9.5
Gary Clark,6:39,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,01/29/2022,Boston Celtics,2.0
