,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Josh Hart,32:38,2.0,5.0,40.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,1.0,0.0,0.0,4.0,5.0,11.0,11/13/2021,Memphis Grizzlies,27.75
Brandon Ingram,29:27,7.0,17.0,41.2,1.0,4.0,25.0,4.0,4.0,100.0,0.0,3.0,3.0,4.0,0.0,1.0,4.0,3.0,19.0,10.0,11/13/2021,Memphis Grizzlies,29.25
Jonas Valanciunas,33:53,6.0,7.0,85.7,3.0,3.0,100.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,1.0,2.0,3.0,5.0,15.0,15.0,11/13/2021,Memphis Grizzlies,36.75
Nickeil Alexander-Walker,25:40,7.0,14.0,50.0,2.0,6.0,33.3,5.0,6.0,83.3,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,21.0,18.0,11/13/2021,Memphis Grizzlies,31.25
Devonte' Graham,30:23,6.0,13.0,46.2,0.0,4.0,0.0,3.0,3.0,100.0,1.0,3.0,4.0,4.0,1.0,0.0,3.0,1.0,15.0,0.0,11/13/2021,Memphis Grizzlies,26.5
Herbert Jones,29:22,5.0,10.0,50.0,3.0,4.0,75.0,4.0,4.0,100.0,3.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,17.0,0.0,11/13/2021,Memphis Grizzlies,27.5
Jaxson Hayes,14:03,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,-4.0,11/13/2021,Memphis Grizzlies,10.5
Tomas Satoransky,17:37,1.0,5.0,20.0,1.0,2.0,50.0,2.0,2.0,100.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,5.0,11.0,11/13/2021,Memphis Grizzlies,18.0
Garrett Temple,16:59,1.0,3.0,33.3,1.0,2.0,50.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,-5.0,11/13/2021,Memphis Grizzlies,5.25
Trey Murphy III,9:58,2.0,3.0,66.7,2.0,3.0,66.7,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,-1.0,11/13/2021,Memphis Grizzlies,11.5
