,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/21/1996,WAS,PHL @ TOR,W,240,103,41,89,46.1,4,13,30.8,17,23,73.9,12,34,46,17,7,4,9,24,10
04/20/1996,IND,PHL @ TOR,L,240,99,40,90,44.4,11,25,44.0,8,13,61.5,22,26,48,27,10,6,19,31,-1
04/18/1996,DET,DAL @ PHX,W,240,110,43,87,49.4,11,23,47.8,13,17,76.5,13,40,53,28,12,3,18,19,31
04/16/1996,MIL,DAL @ PHX,W,240,86,33,85,38.8,4,18,22.2,16,23,69.6,18,34,52,21,4,3,13,16,6
04/14/1996,CLE,CHH @ IND,W,240,98,34,70,48.6,11,20,55.0,19,24,79.2,12,30,42,26,13,2,10,14,26
04/12/1996,PHL,CHH @ IND,W,240,112,45,83,54.2,9,25,36.0,13,14,92.9,14,24,38,28,11,5,12,22,30
04/11/1996,NJN,IND @ ORL,W,240,113,42,89,47.2,6,18,33.3,23,35,65.7,26,26,52,23,8,4,17,18,13
04/08/1996,CHH,TOR @ MIN,L,240,97,37,87,42.5,6,18,33.3,17,28,60.7,23,27,50,21,8,2,8,24,-1
04/07/1996,ORL,TOR @ MIN,W,240,90,32,79,40.5,8,20,40.0,18,21,85.7,10,26,36,17,9,5,10,20,4
04/05/1996,CHH,TOR @ MIN,W,240,126,47,86,54.7,13,20,65.0,19,24,79.2,14,33,47,38,8,2,17,23,34
04/04/1996,MIA,ATL @ NJN,W,240,100,34,81,42.0,4,18,22.2,28,34,82.4,15,26,41,22,12,5,14,28,8
04/02/1996,MIA,DET @ MIL,W,240,110,38,81,46.9,8,18,44.4,26,38,68.4,14,31,45,23,12,5,12,25,18
03/30/1996,LAC,DET @ MIL,W,240,106,36,80,45.0,6,14,42.9,28,35,80.0,19,27,46,19,10,3,14,15,21
03/28/1996,ATL,ORL @ TOR,W,240,111,45,83,54.2,8,16,50.0,13,20,65.0,12,31,43,32,9,7,14,28,31
03/24/1996,TOR,VAN @ DET,L,240,108,43,86,50.0,6,18,33.3,16,23,69.6,16,26,42,24,6,7,12,15,-1
03/21/1996,NYK,CLE @ UTH,W,240,107,38,74,51.4,4,15,26.7,27,35,77.1,12,45,57,22,5,6,15,27,21
03/19/1996,SAC,DET @ ORL,W,240,89,28,67,41.8,3,15,20.0,30,37,81.1,7,33,40,20,11,6,14,24,22
03/18/1996,PHL,DET @ ORL,W,240,98,38,86,44.2,5,18,27.8,17,25,68.0,10,33,43,26,8,3,6,27,4
03/16/1996,NJN,DET @ ORL,W,240,97,37,89,41.6,7,19,36.8,16,19,84.2,15,32,47,20,5,9,8,25,4
03/15/1996,DEN,PHX @ PHL,W,240,108,47,90,52.2,7,16,43.8,7,8,87.5,15,25,40,30,11,5,11,17,21
03/13/1996,WAS,PHX @ PHL,W,240,103,40,83,48.2,3,11,27.3,20,27,74.1,13,28,41,18,12,5,15,19,17
