,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Sam Hauser,34:52,4.0,6.0,66.7,2.0,4.0,50.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,3.0,10.0,24.0,12/20/2023,Sacramento Kings,18.75,LAC @ DAL
Jaylen Brown,29:13,11.0,21.0,52.4,0.0,3.0,0.0,6.0,7.0,85.7,1.0,4.0,5.0,6.0,0.0,0.0,0.0,2.0,28.0,22.0,12/20/2023,Sacramento Kings,43.25,LAC @ DAL
Kristaps Porzingis,29:13,7.0,11.0,63.6,3.0,4.0,75.0,7.0,8.0,87.5,2.0,7.0,9.0,2.0,0.0,6.0,3.0,3.0,24.0,22.0,12/20/2023,Sacramento Kings,50.25,LAC @ DAL
Derrick White,29:19,10.0,13.0,76.9,6.0,9.0,66.7,2.0,3.0,66.7,1.0,1.0,2.0,7.0,1.0,3.0,1.0,1.0,28.0,16.0,12/20/2023,Sacramento Kings,51.5,LAC @ DAL
Jrue Holiday,33:53,7.0,13.0,53.8,4.0,6.0,66.7,3.0,3.0,100.0,2.0,6.0,8.0,10.0,2.0,1.0,3.0,1.0,21.0,17.0,12/20/2023,Sacramento Kings,52.5,LAC @ DAL
Oshae Brissett,16:41,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,12/20/2023,Sacramento Kings,12.75,LAC @ DAL
Payton Pritchard,29:29,6.0,12.0,50.0,6.0,11.0,54.5,2.0,3.0,66.7,0.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,20.0,10.0,12/20/2023,Sacramento Kings,35.5,LAC @ DAL
Neemias Queta,18:47,3.0,8.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,1.0,0.0,1.0,5.0,6.0,3.0,12/20/2023,Sacramento Kings,17.5,LAC @ DAL
Svi Mykhailiuk,16:13,1.0,6.0,16.7,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,7.0,12/20/2023,Sacramento Kings,13.5,LAC @ DAL
Lamar Stevens,2:20,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12/20/2023,Sacramento Kings,2.0,LAC @ DAL
