,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Jaylen Brown,37:59,17.0,26.0,65.4,3.0,4.0,75.0,3.0,5.0,60.0,1.0,4.0,5.0,2.0,0.0,0.0,5.0,2.0,40.0,-1.0,01/08/2024,Indiana Pacers,48.25,PHX @ LAC
Al Horford,32:15,4.0,5.0,80.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,11.0,-9.0,01/08/2024,Indiana Pacers,21.5,PHX @ LAC
Kristaps Porzingis,37:34,6.0,13.0,46.2,1.0,4.0,25.0,6.0,7.0,85.7,2.0,3.0,5.0,7.0,0.0,3.0,1.0,2.0,19.0,1.0,01/08/2024,Indiana Pacers,41.75,PHX @ LAC
Derrick White,35:57,4.0,16.0,25.0,2.0,8.0,25.0,3.0,3.0,100.0,0.0,4.0,4.0,6.0,0.0,2.0,1.0,3.0,13.0,-2.0,01/08/2024,Indiana Pacers,31.5,PHX @ LAC
Jrue Holiday,37:58,9.0,16.0,56.3,3.0,6.0,50.0,0.0,0.0,0.0,1.0,5.0,6.0,6.0,1.0,0.0,3.0,2.0,21.0,0.0,01/08/2024,Indiana Pacers,39.5,PHX @ LAC
Payton Pritchard,23:27,5.0,6.0,83.3,4.0,5.0,80.0,0.0,0.0,0.0,4.0,3.0,7.0,3.0,0.0,0.0,1.0,2.0,14.0,-2.0,01/08/2024,Indiana Pacers,28.75,PHX @ LAC
Oshae Brissett,15:40,1.0,4.0,25.0,1.0,4.0,25.0,3.0,6.0,50.0,2.0,4.0,6.0,0.0,2.0,0.0,0.0,3.0,6.0,5.0,01/08/2024,Indiana Pacers,18.0,PHX @ LAC
Dalano Banton,3:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,01/08/2024,Indiana Pacers,-0.5,PHX @ LAC
Luke Kornet,10:24,1.0,4.0,25.0,0.0,0.0,0.0,3.0,4.0,75.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,5.0,-3.0,01/08/2024,Indiana Pacers,14.0,PHX @ LAC
Svi Mykhailiuk,4:50,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-1.0,01/08/2024,Indiana Pacers,2.75,PHX @ LAC
