,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Jaylen Brown,26:54,5.0,12.0,41.7,2.0,4.0,50.0,1.0,2.0,50.0,0.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,13.0,18.0,01/05/2024,Utah Jazz,27.75,PHX @ LAC
Jayson Tatum,24:38,6.0,12.0,50.0,5.0,8.0,62.5,13.0,14.0,92.9,0.0,9.0,9.0,5.0,1.0,1.0,1.0,1.0,30.0,34.0,01/05/2024,Utah Jazz,54.75,PHX @ LAC
Kristaps Porzingis,26:54,4.0,7.0,57.1,1.0,3.0,33.3,10.0,12.0,83.3,0.0,5.0,5.0,2.0,0.0,1.0,1.0,3.0,19.0,18.0,01/05/2024,Utah Jazz,30.25,PHX @ LAC
Derrick White,26:12,3.0,9.0,33.3,2.0,7.0,28.6,2.0,2.0,100.0,0.0,7.0,7.0,3.0,1.0,1.0,0.0,2.0,10.0,19.0,01/05/2024,Utah Jazz,28.25,PHX @ LAC
Jrue Holiday,23:32,6.0,8.0,75.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,5.0,6.0,1.0,0.0,2.0,2.0,1.0,14.0,22.0,01/05/2024,Utah Jazz,27.0,PHX @ LAC
Sam Hauser,23:29,5.0,10.0,50.0,3.0,7.0,42.9,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,13.0,17.0,01/05/2024,Utah Jazz,24.25,PHX @ LAC
Oshae Brissett,17:15,2.0,5.0,40.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,6.0,1.0,01/05/2024,Utah Jazz,16.75,PHX @ LAC
Luke Kornet,11:28,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,1.0,1.0,1.0,1.0,2.0,13.0,01/05/2024,Utah Jazz,14.25,PHX @ LAC
Payton Pritchard,23:10,3.0,10.0,30.0,1.0,7.0,14.3,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,3.0,3.0,7.0,14.0,01/05/2024,Utah Jazz,16.5,PHX @ LAC
Svi Mykhailiuk,14:50,1.0,7.0,14.3,1.0,6.0,16.7,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,-6.0,01/05/2024,Utah Jazz,7.25,PHX @ LAC
Lamar Stevens,12:00,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,4.0,-3.0,01/05/2024,Utah Jazz,13.75,PHX @ LAC
Neemias Queta,3:45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.0,01/05/2024,Utah Jazz,0.0,PHX @ LAC
Dalano Banton,5:53,1.0,2.0,50.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,01/05/2024,Utah Jazz,7.75,PHX @ LAC
