,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Sunday Dech,22:52,4.0,13.0,30.8,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,9.0,-26.0,10/06/2022,Oklahoma City Thunder,19.5
Antonius Cleveland,34:02,8.0,16.0,50.0,1.0,3.0,33.3,2.0,4.0,50.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,4.0,19.0,-15.0,10/06/2022,Oklahoma City Thunder,28.75
Robert Franks,31:30,6.0,17.0,35.3,1.0,5.0,20.0,7.0,13.0,53.8,4.0,3.0,7.0,1.0,2.0,0.0,1.0,1.0,20.0,-30.0,10/06/2022,Oklahoma City Thunder,34.25
Craig Randall II,36:02,11.0,21.0,52.4,5.0,11.0,45.5,0.0,0.0,0.0,0.0,3.0,3.0,8.0,0.0,1.0,0.0,3.0,27.0,-14.0,10/06/2022,Oklahoma City Thunder,47.25
Mitch McCarron,31:32,2.0,7.0,28.6,2.0,5.0,40.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,1.0,0.0,1.0,4.0,6.0,-27.0,10/06/2022,Oklahoma City Thunder,24.0
Anthony Drmic,16:24,1.0,6.0,16.7,0.0,3.0,0.0,2.0,2.0,100.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,10/06/2022,Oklahoma City Thunder,11.25
Hyrum Harris,17:55,3.0,5.0,60.0,0.0,1.0,0.0,2.0,3.0,66.7,2.0,4.0,6.0,1.0,0.0,1.0,2.0,2.0,8.0,5.0,10/06/2022,Oklahoma City Thunder,18.0
Kai Sotto,8:39,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,-11.0,10/06/2022,Oklahoma City Thunder,5.0
Deng Acuoth,11:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,-12.0,10/06/2022,Oklahoma City Thunder,0.25
Nick Marshall,11:58,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,-19.0,10/06/2022,Oklahoma City Thunder,7.5
Kyrin Galloway,13:45,2.0,5.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,-13.0,10/06/2022,Oklahoma City Thunder,10.0
Fiston Ipassou,3:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,10/06/2022,Oklahoma City Thunder,0.0
Cameron Thew,0:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/06/2022,Oklahoma City Thunder,0.0
