,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Antonius Cleveland,30:09,6.0,10.0,60.0,3.0,4.0,75.0,7.0,9.0,77.8,0.0,5.0,5.0,1.0,1.0,2.0,1.0,4.0,22.0,9.0,10/02/2022,Phoenix Suns,36.75
Robert Franks,41:58,11.0,20.0,55.0,6.0,10.0,60.0,4.0,4.0,100.0,2.0,5.0,7.0,3.0,2.0,1.0,6.0,4.0,32.0,13.0,10/02/2022,Phoenix Suns,51.25
Daniel Johnson,18:43,5.0,9.0,55.6,2.0,3.0,66.7,3.0,3.0,100.0,2.0,2.0,4.0,1.0,0.0,0.0,3.0,1.0,15.0,2.0,10/02/2022,Phoenix Suns,21.0
Craig Randall II,36:53,13.0,21.0,61.9,9.0,17.0,52.9,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,5.0,5.0,35.0,13.0,10/02/2022,Phoenix Suns,49.75
Mitch McCarron,36:25,2.0,6.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,16.0,3.0,1.0,2.0,2.0,4.0,13.0,10/02/2022,Phoenix Suns,46.25
Sunday Dech,17:34,3.0,6.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,3.0,1.0,8.0,-8.0,10/02/2022,Phoenix Suns,15.25
Kai Sotto,17:51,3.0,6.0,50.0,1.0,2.0,50.0,4.0,4.0,100.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,11.0,11.0,10/02/2022,Phoenix Suns,18.5
Anthony Drmic,20:41,3.0,5.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,7.0,11.0,10/02/2022,Phoenix Suns,15.25
Hyrum Harris,8:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,10/02/2022,Phoenix Suns,1.5
Nick Marshall,5:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.0,10/02/2022,Phoenix Suns,1.5
Deng Acuoth,3:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,10/02/2022,Phoenix Suns,0.0
Cameron Thew,0:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,10/02/2022,Phoenix Suns,0.0
Fiston Ipassou,0:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,10/02/2022,Phoenix Suns,0.0
Kyrin Galloway,0:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,10/02/2022,Phoenix Suns,0.0
