,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Grayson Allen,30:51,1.0,3.0,33.3,1.0,3.0,33.3,5.0,5.0,100.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,8.0,-22.0,01/08/2024,LA Clippers,14.75,PHX @ LAC
Kevin Durant,34:40,10.0,17.0,58.8,3.0,6.0,50.0,7.0,8.0,87.5,0.0,7.0,7.0,2.0,0.0,1.0,3.0,2.0,30.0,-14.0,01/08/2024,LA Clippers,43.75,PHX @ LAC
Jusuf Nurkic,21:22,3.0,8.0,37.5,1.0,2.0,50.0,1.0,2.0,50.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,8.0,-14.0,01/08/2024,LA Clippers,17.25,PHX @ LAC
Bradley Beal,34:48,7.0,15.0,46.7,0.0,2.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,4.0,15.0,-7.0,01/08/2024,LA Clippers,24.75,PHX @ LAC
Devin Booker,34:00,8.0,14.0,57.1,2.0,6.0,33.3,2.0,2.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,4.0,20.0,-31.0,01/08/2024,LA Clippers,25.5,PHX @ LAC
Eric Gordon,24:36,3.0,8.0,37.5,2.0,7.0,28.6,4.0,4.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,12.0,-17.0,01/08/2024,LA Clippers,16.75,PHX @ LAC
Drew Eubanks,16:22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,-5.0,01/08/2024,LA Clippers,9.0,PHX @ LAC
Chimezie Metu,7:56,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,-7.0,01/08/2024,LA Clippers,8.5,PHX @ LAC
Josh Okogie,17:45,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,4.0,-12.0,01/08/2024,LA Clippers,14.25,PHX @ LAC
Keita Bates-Diop,2:04,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,01/08/2024,LA Clippers,3.5,PHX @ LAC
Saben Lee,5:12,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-3.0,01/08/2024,LA Clippers,2.75,PHX @ LAC
Jordan Goodwin,5:12,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,01/08/2024,LA Clippers,4.0,PHX @ LAC
Yuta Watanabe,5:12,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.0,01/08/2024,LA Clippers,1.0,PHX @ LAC
