,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Grayson Allen,37:04,11.0,19.0,57.9,9.0,14.0,64.3,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,2.0,2.0,4.0,31.0,13.0,01/05/2024,Miami Heat,49.5,OKC @ BKN
Chimezie Metu,17:17,3.0,3.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,7.0,18.0,01/05/2024,Miami Heat,12.5,OKC @ BKN
Jusuf Nurkic,26:18,3.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,2.0,1.0,0.0,0.0,2.0,6.0,21.0,01/05/2024,Miami Heat,22.25,OKC @ BKN
Bradley Beal,36:58,11.0,18.0,61.1,2.0,6.0,33.3,1.0,1.0,100.0,1.0,7.0,8.0,9.0,0.0,0.0,2.0,2.0,25.0,27.0,01/05/2024,Miami Heat,48.5,OKC @ BKN
Devin Booker,34:40,9.0,19.0,47.4,2.0,7.0,28.6,0.0,0.0,0.0,0.0,5.0,5.0,10.0,2.0,0.0,3.0,2.0,20.0,25.0,01/05/2024,Miami Heat,44.75,OKC @ BKN
Josh Okogie,24:24,0.0,2.0,0.0,0.0,1.0,0.0,7.0,8.0,87.5,1.0,1.0,2.0,4.0,3.0,2.0,0.0,5.0,7.0,4.0,01/05/2024,Miami Heat,25.5,OKC @ BKN
Bol Bol,10:18,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,01/05/2024,Miami Heat,11.25,OKC @ BKN
Drew Eubanks,21:42,4.0,8.0,50.0,1.0,1.0,100.0,2.0,4.0,50.0,2.0,4.0,6.0,0.0,1.0,0.0,0.0,1.0,11.0,-5.0,01/05/2024,Miami Heat,21.0,OKC @ BKN
Keita Bates-Diop,18:35,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,-6.0,01/05/2024,Miami Heat,11.0,OKC @ BKN
Yuta Watanabe,8:54,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-7.0,01/05/2024,Miami Heat,3.25,OKC @ BKN
Jordan Goodwin,1:55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,01/05/2024,Miami Heat,0.0,OKC @ BKN
Saben Lee,1:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.0,01/05/2024,Miami Heat,2.0,OKC @ BKN
