,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Grayson Allen,27:51,4.0,7.0,57.1,2.0,5.0,40.0,2.0,2.0,100.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,12.0,16.0,01/01/2024,Portland Trail Blazers,27.0,DEN @ GSW
Chimezie Metu,26:05,4.0,8.0,50.0,2.0,4.0,50.0,4.0,4.0,100.0,2.0,3.0,5.0,1.0,1.0,0.0,2.0,3.0,14.0,6.0,01/01/2024,Portland Trail Blazers,23.75,DEN @ GSW
Jusuf Nurkic,25:08,6.0,8.0,75.0,1.0,2.0,50.0,5.0,6.0,83.3,1.0,6.0,7.0,5.0,1.0,2.0,2.0,3.0,18.0,17.0,01/01/2024,Portland Trail Blazers,39.75,DEN @ GSW
Bradley Beal,34:14,8.0,16.0,50.0,1.0,3.0,33.3,4.0,4.0,100.0,0.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,21.0,22.0,01/01/2024,Portland Trail Blazers,30.0,DEN @ GSW
Devin Booker,30:57,4.0,16.0,25.0,1.0,4.0,25.0,1.0,2.0,50.0,3.0,5.0,8.0,6.0,1.0,0.0,2.0,2.0,10.0,12.0,01/01/2024,Portland Trail Blazers,30.5,DEN @ GSW
Keita Bates-Diop,16:44,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,15.0,01/01/2024,Portland Trail Blazers,12.75,DEN @ GSW
Eric Gordon,20:13,4.0,10.0,40.0,2.0,6.0,33.3,2.0,5.0,40.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,12.0,16.0,01/01/2024,Portland Trail Blazers,19.75,DEN @ GSW
Udoka Azubuike,3:38,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,01/01/2024,Portland Trail Blazers,2.5,DEN @ GSW
Bol Bol,19:54,4.0,6.0,66.7,1.0,2.0,50.0,2.0,2.0,100.0,2.0,7.0,9.0,1.0,0.0,0.0,2.0,5.0,11.0,10.0,01/01/2024,Portland Trail Blazers,23.25,DEN @ GSW
Josh Okogie,18:28,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,8.0,01/01/2024,Portland Trail Blazers,11.5,DEN @ GSW
Drew Eubanks,5:36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,-5.0,01/01/2024,Portland Trail Blazers,2.25,DEN @ GSW
Yuta Watanabe,5:36,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,01/01/2024,Portland Trail Blazers,2.0,DEN @ GSW
Jordan Goodwin,5:36,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,-5.0,01/01/2024,Portland Trail Blazers,6.25,DEN @ GSW
