IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 5.1,5,4,4,1,4,1,3.79,23,83,53,31,13,9,7,10,3,0,45,,,-0.175, 1.04,-0.11%, 1.06, -1.6,89° F, Wind 7mph in from Centerfield, Cloudy, No Precipitation.
 1 ,2,1,0,0,1,0,3.68,7,20,13,9,1,3,4,1,0,0,,1,0,-0.002, 0.43,-0.00%, 0.44, -1.1,89° F, Wind 7mph in from Centerfield, Cloudy, No Precipitation.
 1.2,0,0,0,0,0,0,0.00,4,10,6,4,0,2,1,3,0,0,,3,0,0.039, 0.24, 0.02%, 0.25, 2.2,89° F, Wind 7mph in from Centerfield, Cloudy, No Precipitation.
