,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Nicolas Batum,22:29,3.0,5.0,60.0,1.0,2.0,50.0,1.0,1.0,100.0,1.0,3.0,4.0,0.0,2.0,1.0,1.0,1.0,8.0,-12.0,03/29/2022,Utah Jazz,19.0
Marcus Morris Sr.,27:17,1.0,6.0,16.7,0.0,2.0,0.0,1.0,2.0,50.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,3.0,-19.0,03/29/2022,Utah Jazz,8.5
Ivica Zubac,17:14,2.0,4.0,50.0,0.0,0.0,0.0,4.0,4.0,100.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,-21.0,03/29/2022,Utah Jazz,15.5
Paul George,30:49,10.0,20.0,50.0,6.0,9.0,66.7,8.0,11.0,72.7,0.0,2.0,2.0,6.0,4.0,1.0,2.0,2.0,34.0,15.0,03/29/2022,Utah Jazz,57.5
Reggie Jackson,37:20,8.0,24.0,33.3,2.0,11.0,18.2,3.0,3.0,100.0,1.0,2.0,3.0,5.0,0.0,1.0,1.0,5.0,21.0,-11.0,03/29/2022,Utah Jazz,34.75
Terance Mann,22:42,3.0,4.0,75.0,0.0,1.0,0.0,2.0,2.0,100.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,8.0,8.0,03/29/2022,Utah Jazz,17.0
Luke Kennard,34:48,6.0,9.0,66.7,4.0,7.0,57.1,1.0,1.0,100.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,17.0,22.0,03/29/2022,Utah Jazz,24.75
Isaiah Hartenstein,25:35,5.0,7.0,71.4,0.0,1.0,0.0,4.0,4.0,100.0,2.0,5.0,7.0,6.0,1.0,0.0,2.0,3.0,14.0,25.0,03/29/2022,Utah Jazz,32.75
Robert Covington,21:19,3.0,4.0,75.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,20.0,03/29/2022,Utah Jazz,10.25
Amir Coffey,0:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,03/29/2022,Utah Jazz,1.25
