,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Nicolas Batum,36:16,11.0,16.0,68.8,7.0,10.0,70.0,3.0,3.0,100.0,0.0,5.0,5.0,3.0,0.0,2.0,1.0,0.0,32.0,18.0,01/17/2022,Indiana Pacers,49.75
Marcus Morris Sr.,38:18,8.0,13.0,61.5,3.0,5.0,60.0,2.0,2.0,100.0,1.0,7.0,8.0,3.0,0.0,1.0,2.0,2.0,21.0,12.0,01/17/2022,Indiana Pacers,38.0
Ivica Zubac,25:28,3.0,3.0,100.0,0.0,0.0,0.0,4.0,4.0,100.0,3.0,2.0,5.0,4.0,0.0,1.0,1.0,4.0,10.0,3.0,01/17/2022,Indiana Pacers,23.75
Amir Coffey,35:59,6.0,10.0,60.0,3.0,6.0,50.0,1.0,1.0,100.0,0.0,3.0,3.0,7.0,1.0,1.0,0.0,2.0,16.0,13.0,01/17/2022,Indiana Pacers,35.75
Reggie Jackson,32:26,6.0,14.0,42.9,1.0,7.0,14.3,13.0,14.0,92.9,0.0,5.0,5.0,3.0,3.0,0.0,3.0,3.0,26.0,18.0,01/17/2022,Indiana Pacers,41.75
Serge Ibaka,7:00,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,-2.0,01/17/2022,Indiana Pacers,8.5
Terance Mann,20:19,3.0,6.0,50.0,2.0,3.0,66.7,1.0,2.0,50.0,2.0,3.0,5.0,3.0,1.0,0.0,1.0,3.0,9.0,-16.0,01/17/2022,Indiana Pacers,22.25
Eric Bledsoe,19:05,2.0,6.0,33.3,1.0,2.0,50.0,4.0,6.0,66.7,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,9.0,-11.0,01/17/2022,Indiana Pacers,21.0
Brandon Boston Jr.,10:29,2.0,7.0,28.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,-10.0,01/17/2022,Indiana Pacers,6.75
Isaiah Hartenstein,14:40,3.0,4.0,75.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,9.0,5.0,01/17/2022,Indiana Pacers,17.25
