,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Terance Mann,25:56,2.0,7.0,28.6,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,-18.0,12/27/2021,Brooklyn Nets,11.0
Marcus Morris Sr.,27:05,6.0,13.0,46.2,4.0,7.0,57.1,8.0,8.0,100.0,1.0,4.0,5.0,6.0,0.0,0.0,1.0,2.0,24.0,-9.0,12/27/2021,Brooklyn Nets,40.75
Ivica Zubac,21:45,4.0,9.0,44.4,0.0,0.0,0.0,1.0,1.0,100.0,7.0,2.0,9.0,1.0,0.0,0.0,2.0,2.0,9.0,-10.0,12/27/2021,Brooklyn Nets,20.75
Luke Kennard,24:27,3.0,7.0,42.9,1.0,4.0,25.0,3.0,6.0,50.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,-15.0,12/27/2021,Brooklyn Nets,14.25
Eric Bledsoe,28:02,5.0,12.0,41.7,3.0,7.0,42.9,2.0,2.0,100.0,0.0,2.0,2.0,6.0,1.0,0.0,4.0,2.0,15.0,-20.0,12/27/2021,Brooklyn Nets,28.0
Brandon Boston Jr.,27:29,3.0,11.0,27.3,1.0,5.0,20.0,2.0,3.0,66.7,2.0,3.0,5.0,4.0,1.0,0.0,1.0,0.0,9.0,-8.0,12/27/2021,Brooklyn Nets,23.25
Serge Ibaka,13:30,3.0,6.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,-10.0,12/27/2021,Brooklyn Nets,16.75
Justise Winslow,17:09,2.0,6.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,12/27/2021,Brooklyn Nets,18.25
Amir Coffey,25:23,2.0,10.0,20.0,1.0,5.0,20.0,3.0,4.0,75.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,-4.0,12/27/2021,Brooklyn Nets,20.5
Keon Johnson,17:13,6.0,14.0,42.9,2.0,3.0,66.7,1.0,3.0,33.3,1.0,1.0,2.0,2.0,2.0,0.0,1.0,4.0,15.0,6.0,12/27/2021,Brooklyn Nets,25.0
Xavier Moon,12:00,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,12/27/2021,Brooklyn Nets,6.75
