,0
Andrew Wiggins,32.36033248901367
Damion Lee,7.5354905128479
Draymond Green,29.803447723388672
Gary Payton II,30.790395736694336
Jonathan Kuminga,2.9299967288970947
Jordan Poole,75.81871795654297
Juan Toscano-Anderson,4.112151622772217
Kevon Looney,3.375347375869751
Klay Thompson,33.94497299194336
Moses Moody,6.4011406898498535
Nemanja Bjelica,16.83286476135254
Otto Porter Jr.,13.215715408325195
Stephen Curry,39.00698471069336
