,0
Andre Iguodala,0.09485220164060593
Andrew Wiggins,33.59971237182617
Damion Lee,9.000519752502441
Draymond Green,28.545001983642578
Gary Payton II,31.209003448486328
Jonathan Kuminga,7.60545015335083
Jordan Poole,73.60557556152344
Juan Toscano-Anderson,5.199331760406494
Kevon Looney,4.130525588989258
Klay Thompson,31.213884353637695
Moses Moody,18.87487030029297
Nemanja Bjelica,13.510457038879395
Otto Porter Jr.,13.29370403289795
Stephen Curry,35.491416931152344
