,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Saddiq Bey,31:11,2.0,9.0,22.2,2.0,6.0,33.3,2.0,2.0,100.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,8.0,-17.0,12/02/2021,Phoenix Suns,14.75
Jerami Grant,38:03,10.0,19.0,52.6,2.0,3.0,66.7,12.0,14.0,85.7,1.0,5.0,6.0,3.0,2.0,1.0,1.0,2.0,34.0,-7.0,12/02/2021,Phoenix Suns,52.5
Isaiah Stewart,35:19,6.0,7.0,85.7,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,14.0,2.0,0.0,1.0,0.0,4.0,12.0,-4.0,12/02/2021,Phoenix Suns,34.5
Killian Hayes,32:47,4.0,9.0,44.4,2.0,4.0,50.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,2.0,1.0,3.0,10.0,8.0,12/02/2021,Phoenix Suns,26.5
Cade Cunningham,31:18,8.0,15.0,53.3,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,3.0,19.0,5.0,12/02/2021,Phoenix Suns,32.0
Frank Jackson,18:07,3.0,9.0,33.3,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,-13.0,12/02/2021,Phoenix Suns,11.0
Hamidou Diallo,21:05,2.0,5.0,40.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,5.0,2.0,12/02/2021,Phoenix Suns,11.75
Cory Joseph,16:09,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,-20.0,12/02/2021,Phoenix Suns,8.75
Trey Lyles,11:47,1.0,3.0,33.3,0.0,1.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,-8.0,12/02/2021,Phoenix Suns,8.0
Luka Garza,4:14,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.0,12/02/2021,Phoenix Suns,1.75
