,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Saddiq Bey,31:23,2.0,10.0,20.0,1.0,7.0,14.3,2.0,2.0,100.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,7.0,-11.0,02/01/2022,New Orleans Pelicans,20.5
Jerami Grant,28:57,6.0,13.0,46.2,3.0,6.0,50.0,2.0,3.0,66.7,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,17.0,-10.0,02/01/2022,New Orleans Pelicans,19.75
Isaiah Stewart,28:39,3.0,5.0,60.0,0.0,1.0,0.0,2.0,2.0,100.0,4.0,7.0,11.0,1.0,0.0,1.0,1.0,5.0,8.0,-11.0,02/01/2022,New Orleans Pelicans,24.75
Cory Joseph,29:54,7.0,14.0,50.0,1.0,5.0,20.0,3.0,3.0,100.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,18.0,-9.0,02/01/2022,New Orleans Pelicans,24.5
Cade Cunningham,21:01,3.0,8.0,37.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,2.0,0.0,2.0,3.0,6.0,1.0,02/01/2022,New Orleans Pelicans,16.75
Kelly Olynyk,17:13,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,5.0,4.0,3.0,5.0,02/01/2022,New Orleans Pelicans,12.5
Trey Lyles,21:11,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,9.0,-4.0,02/01/2022,New Orleans Pelicans,19.5
Frank Jackson,22:21,6.0,14.0,42.9,1.0,7.0,14.3,1.0,1.0,100.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,14.0,-7.0,02/01/2022,New Orleans Pelicans,18.75
Killian Hayes,19:45,3.0,6.0,50.0,0.0,2.0,0.0,1.0,3.0,33.3,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,7.0,-2.0,02/01/2022,New Orleans Pelicans,13.5
Hamidou Diallo,16:37,6.0,8.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,12.0,1.0,02/01/2022,New Orleans Pelicans,20.75
Rodney McGruder,2:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,02/01/2022,New Orleans Pelicans,0.0
