,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Ziaire Williams,18:09,0.0,4.0,0.0,0.0,3.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,-2.0,01/17/2022,Chicago Bulls,6.25
Jaren Jackson Jr.,25:07,6.0,11.0,54.5,1.0,2.0,50.0,1.0,1.0,100.0,1.0,4.0,5.0,0.0,0.0,5.0,3.0,2.0,14.0,3.0,01/17/2022,Chicago Bulls,29.25
Steven Adams,22:37,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,10.0,6.0,2.0,1.0,1.0,1.0,2.0,8.0,01/17/2022,Chicago Bulls,29.0
Desmond Bane,28:47,10.0,17.0,58.8,3.0,7.0,42.9,2.0,3.0,66.7,1.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,25.0,13.0,01/17/2022,Chicago Bulls,38.25
Ja Morant,31:30,9.0,17.0,52.9,1.0,3.0,33.3,6.0,7.0,85.7,1.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,25.0,1.0,01/17/2022,Chicago Bulls,36.0
John Konchar,23:15,4.0,8.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,1.0,0.0,9.0,0.0,01/17/2022,Chicago Bulls,20.75
Kyle Anderson,20:59,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,1.0,3.0,3.0,4.0,6.0,01/17/2022,Chicago Bulls,19.75
Tyus Jones,19:50,4.0,8.0,50.0,1.0,2.0,50.0,2.0,2.0,100.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,11.0,26.0,01/17/2022,Chicago Bulls,26.25
Brandon Clarke,20:17,7.0,8.0,87.5,0.0,0.0,0.0,1.0,1.0,100.0,2.0,5.0,7.0,2.0,2.0,0.0,1.0,0.0,15.0,19.0,01/17/2022,Chicago Bulls,30.25
De'Anthony Melton,15:29,3.0,6.0,50.0,3.0,4.0,75.0,1.0,2.0,50.0,1.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,10.0,11.0,01/17/2022,Chicago Bulls,21.0
Dakota Mathias,3:30,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,01/17/2022,Chicago Bulls,0.0
Jarrett Culver,3:30,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,-5.0,01/17/2022,Chicago Bulls,4.75
Santi Aldama,3:30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,01/17/2022,Chicago Bulls,0.0
Xavier Tillman,3:30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-5.0,01/17/2022,Chicago Bulls,-0.5
