,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Dillon Brooks,23:46,9.0,16.0,56.3,3.0,5.0,60.0,2.0,2.0,100.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,2.0,23.0,18.0,04/09/2022,New Orleans Pelicans,35.75
Jaren Jackson Jr.,21:36,2.0,4.0,50.0,1.0,3.0,33.3,7.0,7.0,100.0,0.0,9.0,9.0,0.0,0.0,4.0,2.0,2.0,12.0,25.0,04/09/2022,New Orleans Pelicans,30.75
Steven Adams,21:59,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,4.0,0.0,1.0,2.0,4.0,4.0,10.0,04/09/2022,New Orleans Pelicans,24.75
Desmond Bane,20:14,6.0,7.0,85.7,4.0,4.0,100.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,18.0,21.0,04/09/2022,New Orleans Pelicans,21.75
Ja Morant,26:37,7.0,14.0,50.0,2.0,3.0,66.7,5.0,7.0,71.4,2.0,2.0,4.0,9.0,0.0,1.0,4.0,2.0,21.0,18.0,04/09/2022,New Orleans Pelicans,40.5
De'Anthony Melton,24:42,5.0,10.0,50.0,2.0,6.0,33.3,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,12.0,9.0,04/09/2022,New Orleans Pelicans,25.75
Kyle Anderson,21:14,3.0,5.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,1.0,2.0,2.0,7.0,13.0,04/09/2022,New Orleans Pelicans,18.25
Ziaire Williams,21:49,7.0,12.0,58.3,4.0,7.0,57.1,1.0,3.0,33.3,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,19.0,7.0,04/09/2022,New Orleans Pelicans,29.25
Brandon Clarke,17:47,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,1.0,0.0,0.0,1.0,20.0,31.0,04/09/2022,New Orleans Pelicans,32.75
Tyus Jones,15:34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,25.0,04/09/2022,New Orleans Pelicans,16.5
Xavier Tillman,8:14,1.0,3.0,33.3,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,-14.0,04/09/2022,New Orleans Pelicans,7.0
John Konchar,8:14,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,-14.0,04/09/2022,New Orleans Pelicans,5.5
Yves Pons,8:14,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,-14.0,04/09/2022,New Orleans Pelicans,4.0
