,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kyle Anderson,20:11,1.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,2.0,-28.0,11/20/2021,Minnesota Timberwolves,9.5
Jaren Jackson Jr.,25:51,2.0,9.0,22.2,0.0,2.0,0.0,8.0,10.0,80.0,1.0,3.0,4.0,2.0,0.0,1.0,3.0,4.0,12.0,-29.0,11/20/2021,Minnesota Timberwolves,20.5
Steven Adams,17:51,1.0,1.0,100.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,6.0,-21.0,11/20/2021,Minnesota Timberwolves,11.0
Desmond Bane,25:27,6.0,13.0,46.2,4.0,8.0,50.0,5.0,6.0,83.3,2.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,21.0,-22.0,11/20/2021,Minnesota Timberwolves,29.25
Ja Morant,26:35,3.0,9.0,33.3,0.0,3.0,0.0,5.0,6.0,83.3,0.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,11.0,-31.0,11/20/2021,Minnesota Timberwolves,19.0
Ziaire Williams,20:57,3.0,9.0,33.3,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,-6.0,11/20/2021,Minnesota Timberwolves,7.5
Brandon Clarke,17:49,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,-15.0,11/20/2021,Minnesota Timberwolves,9.25
Xavier Tillman,19:18,3.0,11.0,27.3,0.0,2.0,0.0,2.0,2.0,100.0,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,8.0,-15.0,11/20/2021,Minnesota Timberwolves,20.5
Tyus Jones,17:52,5.0,9.0,55.6,3.0,3.0,100.0,3.0,3.0,100.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,16.0,-17.0,11/20/2021,Minnesota Timberwolves,26.0
John Konchar,21:25,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,4.0,1.0,0.0,1.0,2.0,0.0,-12.0,11/20/2021,Minnesota Timberwolves,16.25
Santi Aldama,12:00,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,-1.0,11/20/2021,Minnesota Timberwolves,10.0
Jarrett Culver,7:52,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,-9.0,11/20/2021,Minnesota Timberwolves,7.0
Killian Tillie,6:52,1.0,4.0,25.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-9.0,11/20/2021,Minnesota Timberwolves,3.5
