,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Ziaire Williams,21:20,3.0,7.0,42.9,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,7.0,8.0,02/15/2022,New Orleans Pelicans,11.5
Jaren Jackson Jr.,25:29,8.0,20.0,40.0,3.0,9.0,33.3,4.0,5.0,80.0,4.0,3.0,7.0,2.0,1.0,1.0,0.0,1.0,23.0,2.0,02/15/2022,New Orleans Pelicans,40.25
Steven Adams,31:43,7.0,8.0,87.5,0.0,0.0,0.0,0.0,3.0,0.0,6.0,7.0,13.0,5.0,1.0,0.0,1.0,3.0,14.0,6.0,02/15/2022,New Orleans Pelicans,39.25
Desmond Bane,30:13,3.0,11.0,27.3,2.0,6.0,33.3,3.0,3.0,100.0,2.0,4.0,6.0,4.0,1.0,0.0,3.0,6.0,11.0,9.0,02/15/2022,New Orleans Pelicans,26.0
Tyus Jones,32:28,11.0,17.0,64.7,3.0,7.0,42.9,2.0,3.0,66.7,0.0,1.0,1.0,9.0,1.0,0.0,2.0,1.0,27.0,8.0,02/15/2022,New Orleans Pelicans,44.25
De'Anthony Melton,22:17,5.0,11.0,45.5,0.0,3.0,0.0,3.0,4.0,75.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,13.0,2.0,02/15/2022,New Orleans Pelicans,23.0
Kyle Anderson,16:01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,10.0,02/15/2022,New Orleans Pelicans,8.75
John Konchar,26:18,1.0,5.0,20.0,1.0,4.0,25.0,2.0,4.0,50.0,1.0,5.0,6.0,2.0,0.0,0.0,1.0,1.0,5.0,7.0,02/15/2022,New Orleans Pelicans,15.5
Brandon Clarke,22:47,8.0,9.0,88.9,0.0,0.0,0.0,2.0,3.0,66.7,3.0,5.0,8.0,1.0,2.0,0.0,0.0,3.0,18.0,6.0,02/15/2022,New Orleans Pelicans,33.5
Jarrett Culver,11:24,1.0,4.0,25.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,02/15/2022,New Orleans Pelicans,8.75
