,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Saddiq Bey,30:29,3.0,13.0,23.1,2.0,6.0,33.3,2.0,2.0,100.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,10.0,-3.0,11/12/2022,Boston Celtics,18.5
Bojan Bogdanovic,32:59,9.0,15.0,60.0,3.0,7.0,42.9,7.0,8.0,87.5,0.0,6.0,6.0,4.0,0.0,0.0,4.0,3.0,28.0,-2.0,11/12/2022,Boston Celtics,41.0
Isaiah Stewart,28:55,3.0,8.0,37.5,2.0,4.0,50.0,0.0,0.0,0.0,1.0,8.0,9.0,2.0,1.0,0.0,1.0,3.0,8.0,5.0,11/12/2022,Boston Celtics,24.75
Jaden Ivey,34:10,8.0,15.0,53.3,4.0,6.0,66.7,6.0,6.0,100.0,2.0,2.0,4.0,3.0,0.0,0.0,4.0,4.0,26.0,-4.0,11/12/2022,Boston Celtics,35.5
Killian Hayes,35:09,6.0,14.0,42.9,3.0,6.0,50.0,0.0,0.0,0.0,2.0,4.0,6.0,7.0,0.0,0.0,3.0,2.0,15.0,-2.0,11/12/2022,Boston Celtics,33.0
Hamidou Diallo,15:10,2.0,9.0,22.2,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,-6.0,11/12/2022,Boston Celtics,9.5
Cory Joseph,10:41,2.0,4.0,50.0,1.0,2.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,-5.0,11/12/2022,Boston Celtics,10.5
Isaiah Livers,18:21,1.0,5.0,20.0,0.0,3.0,0.0,1.0,2.0,50.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,3.0,3.0,-7.0,11/12/2022,Boston Celtics,10.75
Marvin Bagley III,16:55,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,4.0,-12.0,11/12/2022,Boston Celtics,14.5
Jalen Duren,17:11,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,1.0,2.0,0.0,1.0,2.0,2.0,-9.0,11/12/2022,Boston Celtics,22.0
