,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Saddiq Bey,27:11,4.0,10.0,40.0,0.0,3.0,0.0,3.0,3.0,100.0,2.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,11.0,-8.0,11/11/2022,New York Knicks,20.25
Bojan Bogdanovic,34:17,9.0,15.0,60.0,0.0,5.0,0.0,7.0,7.0,100.0,0.0,5.0,5.0,3.0,0.0,0.0,2.0,3.0,25.0,-11.0,11/11/2022,New York Knicks,34.75
Isaiah Stewart,29:29,4.0,7.0,57.1,2.0,4.0,50.0,3.0,4.0,75.0,4.0,4.0,8.0,3.0,0.0,2.0,2.0,4.0,13.0,-5.0,11/11/2022,New York Knicks,31.5
Jaden Ivey,25:02,4.0,11.0,36.4,0.0,1.0,0.0,2.0,5.0,40.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,1.0,10.0,-17.0,11/11/2022,New York Knicks,21.75
Cory Joseph,5:55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,-5.0,11/11/2022,New York Knicks,1.5
Killian Hayes,34:12,4.0,12.0,33.3,1.0,6.0,16.7,2.0,2.0,100.0,0.0,6.0,6.0,7.0,3.0,0.0,4.0,3.0,11.0,6.0,11/11/2022,New York Knicks,33.5
Hamidou Diallo,15:18,4.0,5.0,80.0,0.0,0.0,0.0,5.0,6.0,83.3,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,13.0,3.0,11/11/2022,New York Knicks,18.5
Jalen Duren,21:10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,2.0,6.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,-3.0,11/11/2022,New York Knicks,12.5
Alec Burks,25:20,5.0,12.0,41.7,1.0,5.0,20.0,6.0,8.0,75.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,17.0,0.0,11/11/2022,New York Knicks,21.5
Isaiah Livers,22:06,3.0,6.0,50.0,3.0,6.0,50.0,2.0,2.0,100.0,2.0,2.0,4.0,1.0,0.0,2.0,0.0,2.0,11.0,-5.0,11/11/2022,New York Knicks,23.0
