,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Bojan Bogdanovic,29:18,8.0,13.0,61.5,4.0,7.0,57.1,5.0,5.0,100.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,25.0,-11.0,10/25/2022,Washington Wizards,31.25
Saddiq Bey,27:03,2.0,5.0,40.0,1.0,3.0,33.3,1.0,1.0,100.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,6.0,-24.0,10/25/2022,Washington Wizards,12.0
Isaiah Stewart,27:15,5.0,11.0,45.5,1.0,4.0,25.0,2.0,2.0,100.0,1.0,9.0,10.0,1.0,0.0,0.0,0.0,2.0,13.0,-13.0,10/25/2022,Washington Wizards,27.5
Cade Cunningham,32:01,7.0,19.0,36.8,0.0,2.0,0.0,5.0,6.0,83.3,0.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,19.0,-18.0,10/25/2022,Washington Wizards,27.75
Jaden Ivey,28:50,4.0,10.0,40.0,1.0,3.0,33.3,2.0,4.0,50.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,11.0,-18.0,10/25/2022,Washington Wizards,24.0
Killian Hayes,16:57,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,-3.0,10/25/2022,Washington Wizards,0.5
Jalen Duren,23:03,3.0,6.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,6.0,-9.0,10/25/2022,Washington Wizards,16.0
Isaiah Livers,20:28,1.0,6.0,16.7,0.0,5.0,0.0,3.0,3.0,100.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,5.0,-4.0,10/25/2022,Washington Wizards,9.75
Cory Joseph,14:20,2.0,5.0,40.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,10/25/2022,Washington Wizards,11.25
Hamidou Diallo,17:26,3.0,5.0,60.0,0.0,0.0,0.0,1.0,3.0,33.3,2.0,5.0,7.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,10/25/2022,Washington Wizards,15.75
Kevin Knox II,3:19,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,-5.0,10/25/2022,Washington Wizards,4.0
