,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kentavious Caldwell-Pope,28:10,4.0,8.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,2.0,0.0,10.0,9.0,01/21/2022,Toronto Raptors,23.25
Deni Avdija,31:15,4.0,8.0,50.0,1.0,5.0,20.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,0.0,0.0,2.0,2.0,9.0,1.0,01/21/2022,Toronto Raptors,23.75
Daniel Gafford,11:31,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.0,100.0,3.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,8.0,12.0,01/21/2022,Toronto Raptors,15.75
Bradley Beal,39:32,10.0,19.0,52.6,1.0,3.0,33.3,4.0,5.0,80.0,2.0,3.0,5.0,8.0,0.0,0.0,9.0,3.0,25.0,-1.0,01/21/2022,Toronto Raptors,39.25
Spencer Dinwiddie,39:07,6.0,10.0,60.0,5.0,7.0,71.4,0.0,0.0,0.0,1.0,6.0,7.0,7.0,1.0,0.0,1.0,2.0,17.0,8.0,01/21/2022,Toronto Raptors,40.25
Corey Kispert,15:55,3.0,7.0,42.9,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,-6.0,01/21/2022,Toronto Raptors,9.75
Thomas Bryant,13:51,2.0,6.0,33.3,0.0,2.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,5.0,-15.0,01/21/2022,Toronto Raptors,9.5
Rui Hachimura,19:50,5.0,12.0,41.7,1.0,3.0,33.3,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,-13.0,01/21/2022,Toronto Raptors,21.5
Davis Bertans,12:58,1.0,4.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,01/21/2022,Toronto Raptors,3.25
Montrezl Harrell,22:38,4.0,5.0,80.0,1.0,1.0,100.0,1.0,1.0,100.0,2.0,3.0,5.0,3.0,0.0,2.0,1.0,3.0,10.0,-1.0,01/21/2022,Toronto Raptors,24.75
Raul Neto,5:13,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-12.0,01/21/2022,Toronto Raptors,2.75
