,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kentavious Caldwell-Pope,34:55,7.0,13.0,53.8,4.0,8.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,1.0,18.0,6.0,11/15/2021,New Orleans Pelicans,32.0
Kyle Kuzma,30:32,2.0,10.0,20.0,2.0,7.0,28.6,2.0,2.0,100.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,4.0,8.0,1.0,11/15/2021,New Orleans Pelicans,22.0
Daniel Gafford,23:58,3.0,7.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,3.0,0.0,2.0,6.0,-5.0,11/15/2021,New Orleans Pelicans,22.75
Aaron Holiday,26:40,6.0,11.0,54.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,4.0,12.0,-16.0,11/15/2021,New Orleans Pelicans,20.0
Spencer Dinwiddie,34:12,8.0,20.0,40.0,4.0,8.0,50.0,7.0,8.0,87.5,1.0,4.0,5.0,9.0,2.0,0.0,1.0,2.0,27.0,6.0,11/15/2021,New Orleans Pelicans,52.25
Deni Avdija,27:35,5.0,6.0,83.3,0.0,1.0,0.0,1.0,1.0,100.0,0.0,10.0,10.0,1.0,2.0,1.0,0.0,5.0,11.0,18.0,11/15/2021,New Orleans Pelicans,31.0
Raul Neto,22:46,4.0,7.0,57.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,8.0,4.0,11/15/2021,New Orleans Pelicans,11.5
Montrezl Harrell,23:52,4.0,8.0,50.0,0.0,1.0,0.0,7.0,11.0,63.6,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,15.0,10.0,11/15/2021,New Orleans Pelicans,25.5
Corey Kispert,10:51,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,-4.0,11/15/2021,New Orleans Pelicans,3.5
Anthony Gill,4:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11/15/2021,New Orleans Pelicans,0.0
