,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kevin Durant,36:08,17.0,24.0,70.8,2.0,6.0,33.3,2.0,2.0,100.0,1.0,4.0,5.0,3.0,1.0,0.0,3.0,0.0,38.0,-10.0,10/24/2021,Charlotte Hornets,50.25
Joe Harris,27:46,3.0,6.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,5.0,7.0,-17.0,10/24/2021,Charlotte Hornets,12.0
Nic Claxton,18:19,1.0,3.0,33.3,0.0,0.0,0.0,3.0,4.0,75.0,1.0,3.0,4.0,1.0,0.0,1.0,2.0,1.0,5.0,-9.0,10/24/2021,Charlotte Hornets,12.5
Jevon Carter,25:45,1.0,7.0,14.3,1.0,5.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,-20.0,10/24/2021,Charlotte Hornets,13.5
James Harden,33:09,6.0,16.0,37.5,2.0,8.0,25.0,1.0,1.0,100.0,2.0,5.0,7.0,8.0,1.0,1.0,8.0,5.0,15.0,-15.0,10/24/2021,Charlotte Hornets,36.75
Patty Mills,31:54,2.0,10.0,20.0,1.0,6.0,16.7,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,-11.0,10/24/2021,Charlotte Hornets,13.5
LaMarcus Aldridge,21:50,4.0,7.0,57.1,0.0,0.0,0.0,1.0,1.0,100.0,3.0,5.0,8.0,0.0,1.0,2.0,2.0,2.0,9.0,5.0,10/24/2021,Charlotte Hornets,24.0
Bruce Brown,27:11,3.0,9.0,33.3,1.0,3.0,33.3,1.0,2.0,50.0,1.0,6.0,7.0,0.0,2.0,2.0,1.0,1.0,8.0,-7.0,10/24/2021,Charlotte Hornets,24.75
Paul Millsap,8:21,1.0,3.0,33.3,1.0,2.0,50.0,2.0,2.0,100.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,5.0,12.0,10/24/2021,Charlotte Hornets,17.75
James Johnson,5:10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,10/24/2021,Charlotte Hornets,4.0
DeAndre' Bembry,1:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,10/24/2021,Charlotte Hornets,0.0
Cam Thomas,1:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,10/24/2021,Charlotte Hornets,0.0
Day'Ron Sharpe,1:29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,10/24/2021,Charlotte Hornets,0.0
