,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kevin Durant,37:32,11.0,15.0,73.3,2.0,3.0,66.7,14.0,15.0,93.3,0.0,6.0,6.0,6.0,0.0,1.0,8.0,4.0,38.0,0.0,03/18/2022,Portland Trail Blazers,53.5
Bruce Brown,33:33,7.0,12.0,58.3,0.0,2.0,0.0,3.0,5.0,60.0,0.0,7.0,7.0,3.0,1.0,1.0,1.0,4.0,17.0,4.0,03/18/2022,Portland Trail Blazers,33.75
Andre Drummond,23:28,6.0,10.0,60.0,0.0,0.0,0.0,5.0,6.0,83.3,6.0,3.0,9.0,1.0,0.0,0.0,2.0,1.0,17.0,1.0,03/18/2022,Portland Trail Blazers,28.75
Seth Curry,37:49,9.0,14.0,64.3,7.0,11.0,63.6,2.0,2.0,100.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,4.0,27.0,15.0,03/18/2022,Portland Trail Blazers,40.25
Goran Dragic,36:27,3.0,7.0,42.9,1.0,3.0,33.3,2.0,2.0,100.0,1.0,1.0,2.0,10.0,3.0,0.0,5.0,4.0,9.0,2.0,03/18/2022,Portland Trail Blazers,30.5
Kessler Edwards,4:43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,03/18/2022,Portland Trail Blazers,0.0
Nic Claxton,24:30,3.0,5.0,60.0,0.0,0.0,0.0,1.0,2.0,50.0,4.0,5.0,9.0,0.0,0.0,2.0,2.0,3.0,7.0,2.0,03/18/2022,Portland Trail Blazers,21.25
Patty Mills,17:25,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,03/18/2022,Portland Trail Blazers,2.5
James Johnson,10:44,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,03/18/2022,Portland Trail Blazers,4.5
Cam Thomas,13:49,5.0,8.0,62.5,0.0,1.0,0.0,1.0,1.0,100.0,1.0,4.0,5.0,2.0,1.0,0.0,1.0,0.0,11.0,5.0,03/18/2022,Portland Trail Blazers,21.75
