,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kevin Durant,41:34,9.0,19.0,47.4,2.0,7.0,28.6,8.0,8.0,100.0,1.0,9.0,10.0,5.0,2.0,1.0,1.0,2.0,28.0,-15.0,01/10/2022,Portland Trail Blazers,54.5
DeAndre' Bembry,17:36,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,-5.0,01/10/2022,Portland Trail Blazers,11.5
Nic Claxton,12:40,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,-9.0,01/10/2022,Portland Trail Blazers,4.25
David Duke Jr.,13:23,2.0,5.0,40.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,-11.0,01/10/2022,Portland Trail Blazers,11.0
Kyrie Irving,39:40,9.0,21.0,42.9,3.0,8.0,37.5,1.0,1.0,100.0,1.0,7.0,8.0,4.0,1.0,1.0,4.0,2.0,22.0,0.0,01/10/2022,Portland Trail Blazers,41.5
Blake Griffin,11:20,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,-11.0,01/10/2022,Portland Trail Blazers,6.5
Cam Thomas,26:08,8.0,12.0,66.7,4.0,7.0,57.1,1.0,2.0,50.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,21.0,0.0,01/10/2022,Portland Trail Blazers,31.25
Kessler Edwards,15:14,2.0,7.0,28.6,1.0,3.0,33.3,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,0.0,1.0,2.0,5.0,3.0,01/10/2022,Portland Trail Blazers,13.25
James Johnson,6:58,2.0,4.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,01/10/2022,Portland Trail Blazers,6.5
Patty Mills,31:27,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,3.0,2.0,01/10/2022,Portland Trail Blazers,13.0
Day'Ron Sharpe,24:00,6.0,6.0,100.0,0.0,0.0,0.0,2.0,3.0,66.7,4.0,3.0,7.0,2.0,0.0,3.0,3.0,4.0,14.0,14.0,01/10/2022,Portland Trail Blazers,30.25
