,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Cameron Johnson,26:24,6.0,12.0,50.0,5.0,9.0,55.6,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,17.0,-16.0,01/02/2024,New Orleans Pelicans,29.0,DEN @ GSW
Dorian Finney-Smith,20:06,1.0,6.0,16.7,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,3.0,-17.0,01/02/2024,New Orleans Pelicans,14.0,DEN @ GSW
Nic Claxton,22:38,4.0,7.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,8.0,-19.0,01/02/2024,New Orleans Pelicans,17.25,DEN @ GSW
Mikal Bridges,29:00,4.0,11.0,36.4,2.0,5.0,40.0,3.0,3.0,100.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,13.0,-24.0,01/02/2024,New Orleans Pelicans,18.75,DEN @ GSW
Spencer Dinwiddie,21:17,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,-25.0,01/02/2024,New Orleans Pelicans,7.0,DEN @ GSW
Day'Ron Sharpe,17:04,6.0,9.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,2.0,0.0,1.0,1.0,0.0,12.0,-8.0,01/02/2024,New Orleans Pelicans,27.75,DEN @ GSW
Cam Thomas,20:18,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,-14.0,01/02/2024,New Orleans Pelicans,4.0,DEN @ GSW
Royce O'Neale,27:54,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,5.0,1.0,0.0,3.0,3.0,0.0,-10.0,01/02/2024,New Orleans Pelicans,18.0,DEN @ GSW
Dennis Smith Jr.,19:52,3.0,7.0,42.9,2.0,4.0,50.0,1.0,2.0,50.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,9.0,-5.0,01/02/2024,New Orleans Pelicans,18.75,DEN @ GSW
Jalen Wilson,12:00,4.0,8.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,01/02/2024,New Orleans Pelicans,18.0,DEN @ GSW
Harry Giles III,8:18,3.0,6.0,50.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,01/02/2024,New Orleans Pelicans,13.25,DEN @ GSW
Armoni Brooks,8:18,2.0,5.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,01/02/2024,New Orleans Pelicans,6.75,DEN @ GSW
Trendon Watford,6:51,2.0,4.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,01/02/2024,New Orleans Pelicans,6.75,DEN @ GSW
