,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/22/1990,BOS,MIN @ DEN,L,240,98,37,86,43.0,5,8,62.5,19,24,79.2,15,24,39,21,7,6,18,18,-20
04/19/1990,DET,SEA @ SAC,W,240,107,36,78,46.2,3,6,50.0,32,40,80.0,12,35,47,17,5,1,11,21,10
04/18/1990,IND,SEA @ SAC,W,240,124,47,87,54.0,3,4,75.0,27,30,90.0,14,30,44,20,7,7,16,28,11
04/14/1990,CHH,PHX @ GOS,W,240,109,39,85,45.9,3,11,27.3,28,34,82.4,16,27,43,21,4,0,9,17,7
04/12/1990,MIN,PHX @ GOS,W,240,110,44,80,55.0,2,8,25.0,20,29,69.0,13,26,39,25,11,6,11,17,33
04/10/1990,ATL,PHX @ SAC,L,240,111,39,83,47.0,5,11,45.5,28,34,82.4,17,22,39,27,9,5,13,18,-12
04/07/1990,ATL,DET @ CLE,W,240,112,42,75,56.0,5,10,50.0,23,30,76.7,13,26,39,20,7,6,15,25,4
04/06/1990,NYK,DET @ CLE,L,240,104,38,87,43.7,3,10,30.0,25,34,73.5,18,27,45,23,6,3,11,18,-10
04/03/1990,HOU,SAN @ DAL,W,240,133,53,102,52.0,5,13,38.5,22,28,78.6,17,35,52,29,13,7,12,15,21
04/01/1990,PHX,SAN @ DAL,W,240,141,57,91,62.6,8,11,72.7,19,23,82.6,13,28,41,28,10,7,17,25,29
03/30/1990,DEN,MIN @ HOU,W,240,149,53,94,56.4,4,8,50.0,39,52,75.0,15,37,52,33,9,5,16,23,18
03/28/1990,BOS,MIN @ HOU,W,240,122,49,101,48.5,2,7,28.6,22,26,84.6,19,31,50,25,9,8,9,21,18
03/24/1990,WAS,SEA @ PHX,W,265,114,44,103,42.7,1,8,12.5,25,31,80.6,25,32,57,16,9,3,15,27,2
03/23/1990,SAC,SEA @ PHX,W,240,115,41,98,41.8,3,8,37.5,30,33,90.9,16,39,55,20,10,7,11,22,16
03/21/1990,MIA,SEA @ PHX,W,240,118,43,78,55.1,4,9,44.4,28,36,77.8,8,29,37,31,9,7,15,19,21
03/19/1990,NJN,LAC @ UTH,W,240,108,43,80,53.8,3,9,33.3,19,27,70.4,9,28,37,26,12,3,20,19,14
03/17/1990,CHI,LAC @ UTH,L,240,109,39,77,50.6,1,6,16.7,30,40,75.0,11,25,36,23,9,3,11,20,-5
03/16/1990,NJN,ATL @ WAS,W,240,119,41,83,49.4,2,7,28.6,35,42,83.3,18,28,46,25,9,3,17,21,9
03/14/1990,LAL,ATL @ WAS,W,240,116,42,84,50.0,3,6,50.0,29,37,78.4,11,30,41,29,7,1,8,22,6
03/13/1990,CLE,MIA @ SAC,L,240,102,41,86,47.7,3,10,30.0,17,20,85.0,16,25,41,19,4,4,15,23,-17
03/11/1990,BOS,MIA @ SAC,L,240,105,39,81,48.1,3,9,33.3,24,33,72.7,12,25,37,24,4,0,9,25,-2
03/09/1990,POR,DET @ NJN,L,240,100,33,79,41.8,3,8,37.5,31,36,86.1,11,22,33,11,10,7,8,15,-4
03/07/1990,NYK,DET @ NJN,W,240,110,43,90,47.8,7,10,70.0,17,21,81.0,14,34,48,25,10,4,10,21,17
03/05/1990,LAC,CLE @ SEA,W,240,128,52,93,55.9,5,12,41.7,19,25,76.0,12,38,50,37,12,1,16,22,23
03/02/1990,DET,CLE @ SEA,L,265,112,38,85,44.7,2,6,33.3,34,47,72.3,13,31,44,15,2,3,15,29,-3
03/01/1990,NYK,CLE @ LAL,W,240,105,39,89,43.8,3,11,27.3,24,27,88.9,12,32,44,20,6,4,8,14,5
02/26/1990,ORL,SAN @ SAC,W,240,129,50,95,52.6,4,12,33.3,25,31,80.6,12,34,46,29,10,4,13,19,19
02/24/1990,PHX,SAN @ SAC,L,240,99,41,90,45.6,4,7,57.1,13,22,59.1,16,28,44,25,5,4,23,32,-27
02/23/1990,LAL,SAN @ SAC,L,240,116,47,99,47.5,3,8,37.5,19,25,76.0,18,23,41,24,10,2,8,20,-6
02/21/1990,GOS,ORL @ CLE,W,240,96,37,86,43.0,6,16,37.5,16,22,72.7,16,37,53,22,6,6,13,24,1
02/19/1990,UTH,HOU @ CHI,L,240,102,33,75,44.0,5,11,45.5,31,41,75.6,10,26,36,14,3,3,13,24,-13
02/18/1990,POR,HOU @ CHI,W,240,110,40,83,48.2,3,10,30.0,27,35,77.1,9,26,35,24,10,6,13,24,1
02/16/1990,SEA,HOU @ CHI,W,265,100,40,88,45.5,1,5,20.0,19,29,65.5,15,28,43,26,8,8,11,18,4
02/14/1990,NJN,UTH @ SAN,W,240,122,49,93,52.7,3,4,75.0,21,30,70.0,14,30,44,30,11,5,18,23,10
02/08/1990,ORL,LAC @ WAS,L,240,99,40,89,44.9,1,8,12.5,18,27,66.7,13,28,41,17,8,12,8,23,-2
02/07/1990,GOS,LAC @ WAS,L,240,112,39,80,48.8,3,4,75.0,31,40,77.5,14,33,47,20,11,4,20,26,-1
02/05/1990,UTH,LAC @ WAS,W,240,114,45,88,51.1,4,5,80.0,20,27,74.1,14,28,42,25,14,4,13,17,25
02/04/1990,MIL,LAC @ CLE,W,240,105,38,81,46.9,0,4,0.0,29,35,82.9,10,29,39,19,14,7,15,24,3
02/02/1990,MIL,LAC @ CLE,W,240,119,43,84,51.2,1,6,16.7,32,42,76.2,15,32,47,23,9,4,15,16,10
01/31/1990,IND,BOS @ MIN,W,240,112,50,91,54.9,1,2,50.0,11,17,64.7,19,28,47,26,9,4,11,18,4
01/27/1990,WAS,PHX @ BOS,W,240,125,53,99,53.5,0,4,0.0,19,23,82.6,16,37,53,24,10,2,11,22,24
01/26/1990,CHI,PHX @ BOS,W,240,120,44,83,53.0,1,4,25.0,31,36,86.1,13,30,43,26,7,2,13,18,11
01/24/1990,ORL,LAC @ SAN,W,240,125,53,99,53.5,1,2,50.0,18,31,58.1,11,40,51,37,14,10,15,20,22
01/23/1990,CLE,LAC @ SAN,W,240,103,44,85,51.8,1,1,100,14,24,58.3,18,26,44,26,9,7,15,18,15
01/20/1990,NJN,CLE @ DAL,W,240,108,38,78,48.7,1,3,33.3,31,35,88.6,14,28,42,17,9,6,23,18,10
01/19/1990,MIA,CLE @ DAL,W,240,102,34,80,42.5,1,5,20.0,33,40,82.5,13,31,44,18,13,3,11,14,7
01/17/1990,DET,NYK @ SAN,W,240,112,40,78,51.3,1,7,14.3,31,38,81.6,10,24,34,26,5,3,16,23,4
01/13/1990,WAS,POR @ DET,W,240,120,51,88,58.0,1,3,33.3,17,19,89.5,7,38,45,30,6,4,10,11,19
01/12/1990,CLE,POR @ DET,L,240,102,40,80,50.0,0,6,0.0,22,28,78.6,10,21,31,26,12,3,11,20,-11
01/10/1990,NYK,NYK @ PHL,W,240,113,46,87,52.9,2,6,33.3,19,22,86.4,10,27,37,30,11,5,18,17,2
01/08/1990,IND,NYK @ PHL,W,240,120,43,78,55.1,2,3,66.7,32,39,82.1,15,23,38,30,5,4,10,21,4
01/06/1990,HOU,NYK @ PHL,L,265,119,47,101,46.5,1,6,16.7,24,27,88.9,17,30,47,23,14,5,17,26,-5
01/05/1990,DAL,UTH @ DEN,W,240,104,43,82,52.4,0,4,0.0,18,21,85.7,10,41,51,27,7,6,17,16,25
01/03/1990,SAN,UTH @ DEN,L,240,94,34,74,45.9,1,5,20.0,25,30,83.3,9,26,35,22,10,5,16,27,-9
12/30/1989,LAC,UTH @ GOS,W,240,100,36,78,46.2,0,3,0.0,28,33,84.8,14,31,45,26,5,3,19,19,5
12/29/1989,SAC,UTH @ GOS,L,240,95,38,91,41.8,1,6,16.7,18,26,69.2,22,27,49,17,5,4,16,22,-10
12/27/1989,SEA,PHL @ SAC,L,240,106,41,79,51.9,1,6,16.7,23,26,88.5,12,18,30,20,8,2,16,19,-4
12/26/1989,DEN,PHL @ SAC,L,240,111,43,91,47.3,2,8,25.0,23,25,92.0,8,33,41,23,7,3,16,20,-3
12/23/1989,CHI,IND @ SEA,W,240,131,52,94,55.3,4,9,44.4,23,34,67.6,21,28,49,28,9,5,10,21,27
12/22/1989,BOS,IND @ SEA,W,240,89,33,86,38.4,1,5,20.0,22,31,71.0,15,36,51,19,8,5,12,15,1
